lakeid,lakename,year4,daynum,sampledate,depth,depth_id,tpc,tpn,DIC_mg,DIC_uM,air_pco2,water_pco2,doc,absorbance
T,Tuesday Lake,1985,184,7/3/85,0,1,NA,NA,1.05,87.5,NA,NA,NA,NA
T,Tuesday Lake,1985,184,7/3/85,0.3,2,NA,NA,1.09,90.83333333,NA,NA,NA,NA
T,Tuesday Lake,1985,184,7/3/85,0.75,3,NA,NA,1.17,97.5,NA,NA,NA,NA
T,Tuesday Lake,1985,184,7/3/85,1.3,4,NA,NA,1.08,90,NA,NA,NA,NA
T,Tuesday Lake,1985,184,7/3/85,1.75,5,NA,NA,1.52,126.6666667,NA,NA,NA,NA
T,Tuesday Lake,1985,184,7/3/85,2.5,6,NA,NA,2.88,240,NA,NA,NA,NA
L,Paul Lake,1985,189,7/8/85,0,1,NA,NA,1.07,89.16666667,NA,NA,NA,NA
L,Paul Lake,1985,189,7/8/85,0.75,2,NA,NA,0.97,80.83333333,NA,NA,NA,NA
L,Paul Lake,1985,189,7/8/85,1.5,3,NA,NA,1.13,94.16666667,NA,NA,NA,NA
L,Paul Lake,1985,189,7/8/85,2.75,4,NA,NA,1.37,114.1666667,NA,NA,NA,NA
L,Paul Lake,1985,189,7/8/85,3.75,5,NA,NA,1.58,131.6666667,NA,NA,NA,NA
L,Paul Lake,1985,189,7/8/85,5,6,NA,NA,1.96,163.3333333,NA,NA,NA,NA
R,Peter Lake,1985,190,7/9/85,0,1,NA,NA,2.49,207.5,NA,NA,NA,NA
R,Peter Lake,1985,190,7/9/85,1,2,NA,NA,2.53,210.8333333,NA,NA,NA,NA
R,Peter Lake,1985,190,7/9/85,2,3,NA,NA,2.66,221.6666667,NA,NA,NA,NA
R,Peter Lake,1985,190,7/9/85,3.5,4,NA,NA,2.88,240,NA,NA,NA,NA
R,Peter Lake,1985,190,7/9/85,5,5,NA,NA,3.73,310.8333333,NA,NA,NA,NA
R,Peter Lake,1985,190,7/9/85,7.5,6,NA,NA,5.36,446.6666667,NA,NA,NA,NA
T,Tuesday Lake,1985,191,7/10/85,0,1,NA,NA,1.7,141.6666667,NA,NA,NA,NA
T,Tuesday Lake,1985,191,7/10/85,0.33,2,NA,NA,1.66,138.3333333,NA,NA,NA,NA
T,Tuesday Lake,1985,191,7/10/85,0.75,3,NA,NA,1.56,130,NA,NA,NA,NA
T,Tuesday Lake,1985,191,7/10/85,1.5,4,NA,NA,1.86,155,NA,NA,NA,NA
T,Tuesday Lake,1985,191,7/10/85,1.75,5,NA,NA,1.8,150,NA,NA,NA,NA
T,Tuesday Lake,1985,191,7/10/85,2.5,6,NA,NA,3.77,314.1666667,NA,NA,NA,NA
L,Paul Lake,1985,196,7/15/85,0,1,NA,NA,1.66,138.3333333,NA,NA,NA,NA
L,Paul Lake,1985,196,7/15/85,0.87,2,NA,NA,1.67,139.1666667,NA,NA,NA,NA
L,Paul Lake,1985,196,7/15/85,1.75,3,NA,NA,1.71,142.5,NA,NA,NA,NA
L,Paul Lake,1985,196,7/15/85,2.75,4,NA,NA,1.97,164.1666667,NA,NA,NA,NA
L,Paul Lake,1985,196,7/15/85,3.75,5,NA,NA,2.03,169.1666667,NA,NA,NA,NA
L,Paul Lake,1985,196,7/15/85,4.5,6,NA,NA,2.47,205.8333333,NA,NA,NA,NA
R,Peter Lake,1985,197,7/16/85,0,1,NA,NA,2.72,226.6666667,NA,NA,NA,NA
R,Peter Lake,1985,197,7/16/85,1,2,NA,NA,2.7,225,NA,NA,NA,NA
R,Peter Lake,1985,197,7/16/85,1.75,3,NA,NA,2.64,220,NA,NA,NA,NA
R,Peter Lake,1985,197,7/16/85,3,4,NA,NA,2.91,242.5,NA,NA,NA,NA
R,Peter Lake,1985,197,7/16/85,4.5,5,NA,NA,3.5,291.6666667,NA,NA,NA,NA
R,Peter Lake,1985,197,7/16/85,6.75,6,NA,NA,4.56,380,NA,NA,NA,NA
T,Tuesday Lake,1985,198,7/17/85,0,1,NA,NA,2.26,188.3333333,NA,NA,NA,NA
T,Tuesday Lake,1985,198,7/17/85,0.33,2,NA,NA,0.92,76.66666667,NA,NA,NA,NA
T,Tuesday Lake,1985,198,7/17/85,0.75,3,NA,NA,1.72,143.3333333,NA,NA,NA,NA
T,Tuesday Lake,1985,198,7/17/85,1.25,4,NA,NA,2.28,190,NA,NA,NA,NA
T,Tuesday Lake,1985,198,7/17/85,1.75,5,NA,NA,1.87,155.8333333,NA,NA,NA,NA
T,Tuesday Lake,1985,198,7/17/85,2.75,6,NA,NA,2.89,240.8333333,NA,NA,NA,NA
L,Paul Lake,1985,203,7/22/85,0,1,NA,NA,1.51,125.8333333,NA,NA,NA,NA
L,Paul Lake,1985,203,7/22/85,0.75,2,NA,NA,1.75,145.8333333,NA,NA,NA,NA
L,Paul Lake,1985,203,7/22/85,1.5,3,NA,NA,1.53,127.5,NA,NA,NA,NA
L,Paul Lake,1985,203,7/22/85,2.75,4,NA,NA,1.52,126.6666667,NA,NA,NA,NA
L,Paul Lake,1985,203,7/22/85,3.75,5,NA,NA,1.46,121.6666667,NA,NA,NA,NA
L,Paul Lake,1985,203,7/22/85,5.25,6,NA,NA,2.99,249.1666667,NA,NA,NA,NA
R,Peter Lake,1985,204,7/23/85,0,1,NA,NA,2.66,221.6666667,NA,NA,NA,NA
R,Peter Lake,1985,204,7/23/85,0.87,2,NA,NA,2.77,230.8333333,NA,NA,NA,NA
R,Peter Lake,1985,204,7/23/85,1.75,3,NA,NA,2.66,221.6666667,NA,NA,NA,NA
R,Peter Lake,1985,204,7/23/85,3.25,4,NA,NA,2.77,230.8333333,NA,NA,NA,NA
R,Peter Lake,1985,204,7/23/85,4.5,5,NA,NA,3.05,254.1666667,NA,NA,NA,NA
R,Peter Lake,1985,204,7/23/85,7,6,NA,NA,4.62,385,NA,NA,NA,NA
T,Tuesday Lake,1985,205,7/24/85,0,1,NA,NA,1.76,146.6666667,NA,NA,NA,NA
T,Tuesday Lake,1985,205,7/24/85,0.3,2,NA,NA,1.61,134.1666667,NA,NA,NA,NA
T,Tuesday Lake,1985,205,7/24/85,0.75,3,NA,NA,1.6,133.3333333,NA,NA,NA,NA
T,Tuesday Lake,1985,205,7/24/85,1.25,4,NA,NA,1.69,140.8333333,NA,NA,NA,NA
T,Tuesday Lake,1985,205,7/24/85,1.75,5,NA,NA,1.48,123.3333333,NA,NA,NA,NA
T,Tuesday Lake,1985,205,7/24/85,2.7,6,NA,NA,2.88,240,NA,NA,NA,NA
L,Paul Lake,1985,210,7/29/85,0,1,NA,NA,1.61,134.1666667,NA,NA,NA,NA
L,Paul Lake,1985,210,7/29/85,0.75,2,NA,NA,1.47,122.5,NA,NA,NA,NA
L,Paul Lake,1985,210,7/29/85,1.75,3,NA,NA,1.49,124.1666667,NA,NA,NA,NA
L,Paul Lake,1985,210,7/29/85,3,4,NA,NA,1.68,140,NA,NA,NA,NA
L,Paul Lake,1985,210,7/29/85,4,5,NA,NA,2.56,213.3333333,NA,NA,NA,NA
L,Paul Lake,1985,210,7/29/85,5.5,6,NA,NA,2.17,180.8333333,NA,NA,NA,NA
R,Peter Lake,1985,211,7/30/85,0,1,NA,NA,2.8,233.3333333,NA,NA,NA,NA
R,Peter Lake,1985,211,7/30/85,0.75,2,NA,NA,2.94,245,NA,NA,NA,NA
R,Peter Lake,1985,211,7/30/85,1.75,3,NA,NA,2.83,235.8333333,NA,NA,NA,NA
R,Peter Lake,1985,211,7/30/85,3.25,4,NA,NA,2.93,244.1666667,NA,NA,NA,NA
R,Peter Lake,1985,211,7/30/85,4.5,5,NA,NA,3.27,272.5,NA,NA,NA,NA
R,Peter Lake,1985,211,7/30/85,7,6,NA,NA,6.73,560.8333333,NA,NA,NA,NA
T,Tuesday Lake,1985,212,7/31/85,0,1,NA,NA,1.56,130,NA,NA,NA,NA
T,Tuesday Lake,1985,212,7/31/85,0.3,2,NA,NA,1.68,140,NA,NA,NA,NA
T,Tuesday Lake,1985,212,7/31/85,0.75,3,NA,NA,1.69,140.8333333,NA,NA,NA,NA
T,Tuesday Lake,1985,212,7/31/85,1.25,4,NA,NA,1.47,122.5,NA,NA,NA,NA
T,Tuesday Lake,1985,212,7/31/85,1.75,5,NA,NA,1.64,136.6666667,NA,NA,NA,NA
T,Tuesday Lake,1985,212,7/31/85,2.4,6,NA,NA,3.67,305.8333333,NA,NA,NA,NA
L,Paul Lake,1985,217,8/5/85,0,1,NA,NA,1.04,86.66666667,NA,NA,NA,NA
L,Paul Lake,1985,217,8/5/85,0.87,2,NA,NA,1.03,85.83333333,NA,NA,NA,NA
L,Paul Lake,1985,217,8/5/85,2,3,NA,NA,1.15,95.83333333,NA,NA,NA,NA
L,Paul Lake,1985,217,8/5/85,3.5,4,NA,NA,1.39,115.8333333,NA,NA,NA,NA
L,Paul Lake,1985,217,8/5/85,4.5,5,NA,NA,1.88,156.6666667,NA,NA,NA,NA
L,Paul Lake,1985,217,8/5/85,5.75,6,NA,NA,2.09,174.1666667,NA,NA,NA,NA
R,Peter Lake,1985,218,8/6/85,0,1,NA,NA,2.37,197.5,NA,NA,NA,NA
R,Peter Lake,1985,218,8/6/85,0.75,2,NA,NA,2.43,202.5,NA,NA,NA,NA
R,Peter Lake,1985,218,8/6/85,1.5,3,NA,NA,2.39,199.1666667,NA,NA,NA,NA
R,Peter Lake,1985,218,8/6/85,3,4,NA,NA,2.49,207.5,NA,NA,NA,NA
R,Peter Lake,1985,218,8/6/85,4,5,NA,NA,2.73,227.5,NA,NA,NA,NA
R,Peter Lake,1985,218,8/6/85,6.5,6,NA,NA,4.22,351.6666667,NA,NA,NA,NA
T,Tuesday Lake,1985,219,8/7/85,0,1,NA,NA,1.43,119.1666667,NA,NA,NA,NA
T,Tuesday Lake,1985,219,8/7/85,0.3,2,NA,NA,1.36,113.3333333,NA,NA,NA,NA
T,Tuesday Lake,1985,219,8/7/85,0.75,3,NA,NA,1.28,106.6666667,NA,NA,NA,NA
T,Tuesday Lake,1985,219,8/7/85,1.5,4,NA,NA,1.32,110,NA,NA,NA,NA
T,Tuesday Lake,1985,219,8/7/85,1.75,5,NA,NA,1.37,114.1666667,NA,NA,NA,NA
T,Tuesday Lake,1985,219,8/7/85,2.5,6,NA,NA,3.33,277.5,NA,NA,NA,NA
L,Paul Lake,1985,224,8/12/85,0,1,NA,NA,1.62,135,NA,NA,NA,NA
L,Paul Lake,1985,224,8/12/85,0.7,2,NA,NA,1.55,129.1666667,NA,NA,NA,NA
L,Paul Lake,1985,224,8/12/85,1.5,3,NA,NA,1.51,125.8333333,NA,NA,NA,NA
L,Paul Lake,1985,224,8/12/85,3,4,NA,NA,1.74,145,NA,NA,NA,NA
L,Paul Lake,1985,224,8/12/85,4.25,5,NA,NA,1.85,154.1666667,NA,NA,NA,NA
L,Paul Lake,1985,224,8/12/85,5.7,6,NA,NA,2.79,232.5,NA,NA,NA,NA
R,Peter Lake,1985,225,8/13/85,0,1,NA,NA,2.83,235.8333333,NA,NA,NA,NA
R,Peter Lake,1985,225,8/13/85,0.8,2,NA,NA,2.86,238.3333333,NA,NA,NA,NA
R,Peter Lake,1985,225,8/13/85,1.3,3,NA,NA,2.85,237.5,NA,NA,NA,NA
R,Peter Lake,1985,225,8/13/85,3,4,NA,NA,2.86,238.3333333,NA,NA,NA,NA
R,Peter Lake,1985,225,8/13/85,4,5,NA,NA,2.95,245.8333333,NA,NA,NA,NA
R,Peter Lake,1985,225,8/13/85,6.25,6,NA,NA,4.12,343.3333333,NA,NA,NA,NA
T,Tuesday Lake,1985,226,8/14/85,0,1,NA,NA,2.25,187.5,NA,NA,NA,NA
T,Tuesday Lake,1985,226,8/14/85,0.33,2,NA,NA,1.9,158.3333333,NA,NA,NA,NA
T,Tuesday Lake,1985,226,8/14/85,0.75,3,NA,NA,2.03,169.1666667,NA,NA,NA,NA
T,Tuesday Lake,1985,226,8/14/85,1.25,4,NA,NA,2.18,181.6666667,NA,NA,NA,NA
T,Tuesday Lake,1985,226,8/14/85,1.7,5,NA,NA,2.18,181.6666667,NA,NA,NA,NA
T,Tuesday Lake,1985,226,8/14/85,2.5,6,NA,NA,2.55,212.5,NA,NA,NA,NA
L,Paul Lake,1985,231,8/19/85,0,1,NA,NA,2.18,181.6666667,NA,NA,NA,NA
L,Paul Lake,1985,231,8/19/85,0.75,2,NA,NA,2.01,167.5,NA,NA,NA,NA
L,Paul Lake,1985,231,8/19/85,1.5,3,NA,NA,2.048,170.6666667,NA,NA,NA,NA
L,Paul Lake,1985,231,8/19/85,3,4,NA,NA,2.07,172.5,NA,NA,NA,NA
L,Paul Lake,1985,231,8/19/85,4,5,NA,NA,2.077,173.0833333,NA,NA,NA,NA
L,Paul Lake,1985,231,8/19/85,5.7,6,NA,NA,4.53,377.5,NA,NA,NA,NA
R,Peter Lake,1985,232,8/20/85,0,1,NA,NA,3.379,281.5833333,NA,NA,NA,NA
R,Peter Lake,1985,232,8/20/85,0.75,2,NA,NA,3.302,275.1666667,NA,NA,NA,NA
R,Peter Lake,1985,232,8/20/85,1.5,3,NA,NA,3.074,256.1666667,NA,NA,NA,NA
R,Peter Lake,1985,232,8/20/85,3.5,4,NA,NA,3.195,266.25,NA,NA,NA,NA
R,Peter Lake,1985,232,8/20/85,4.5,5,NA,NA,3.737,311.4166667,NA,NA,NA,NA
R,Peter Lake,1985,232,8/20/85,7,6,NA,NA,5.074,422.8333333,NA,NA,NA,NA
T,Tuesday Lake,1985,233,8/21/85,0,1,NA,NA,2.829,235.75,NA,NA,NA,NA
T,Tuesday Lake,1985,233,8/21/85,0.33,2,NA,NA,2.96,246.6666667,NA,NA,NA,NA
T,Tuesday Lake,1985,233,8/21/85,0.7,3,NA,NA,2.856,238,NA,NA,NA,NA
T,Tuesday Lake,1985,233,8/21/85,1.25,4,NA,NA,2.16,180,NA,NA,NA,NA
T,Tuesday Lake,1985,233,8/21/85,1.75,5,NA,NA,2.794,232.8333333,NA,NA,NA,NA
T,Tuesday Lake,1985,233,8/21/85,2.75,6,NA,NA,2.593,216.0833333,NA,NA,NA,NA
L,Paul Lake,1985,238,8/26/85,0,1,NA,NA,2.39,199.1666667,NA,NA,NA,NA
L,Paul Lake,1985,238,8/26/85,0.8,2,NA,NA,2.44,203.3333333,NA,NA,NA,NA
L,Paul Lake,1985,238,8/26/85,1.6,3,NA,NA,2.34,195,NA,NA,NA,NA
L,Paul Lake,1985,238,8/26/85,2.75,4,NA,NA,2.304,192,NA,NA,NA,NA
L,Paul Lake,1985,238,8/26/85,3.75,5,NA,NA,2,166.6666667,NA,NA,NA,NA
L,Paul Lake,1985,238,8/26/85,5.5,6,NA,NA,3.43,285.8333333,NA,NA,NA,NA
R,Peter Lake,1985,239,8/27/85,0,1,NA,NA,3.266,272.1666667,NA,NA,NA,NA
R,Peter Lake,1985,239,8/27/85,0.75,2,NA,NA,3.138,261.5,NA,NA,NA,NA
R,Peter Lake,1985,239,8/27/85,1.75,3,NA,NA,3.28,273.3333333,NA,NA,NA,NA
R,Peter Lake,1985,239,8/27/85,3.25,4,NA,NA,3.245,270.4166667,NA,NA,NA,NA
R,Peter Lake,1985,239,8/27/85,4.5,5,NA,NA,3.148,262.3333333,NA,NA,NA,NA
R,Peter Lake,1985,239,8/27/85,7,6,NA,NA,6.292,524.3333333,NA,NA,NA,NA
T,Tuesday Lake,1985,240,8/28/85,0,1,NA,NA,2.33,194.1666667,NA,NA,NA,NA
T,Tuesday Lake,1985,240,8/28/85,0.33,2,NA,NA,2.15,179.1666667,NA,NA,NA,NA
T,Tuesday Lake,1985,240,8/28/85,0.75,3,NA,NA,2.328,194,NA,NA,NA,NA
T,Tuesday Lake,1985,240,8/28/85,1.25,4,NA,NA,2.531,210.9166667,NA,NA,NA,NA
T,Tuesday Lake,1985,240,8/28/85,1.75,5,NA,NA,2.753,229.4166667,NA,NA,NA,NA
T,Tuesday Lake,1985,240,8/28/85,2.7,6,NA,NA,2.491,207.5833333,NA,NA,NA,NA
L,Paul Lake,1985,245,9/2/85,0,1,NA,NA,2.711,225.9166667,NA,NA,NA,NA
L,Paul Lake,1985,245,9/2/85,0.75,2,NA,NA,2.49,207.5,NA,NA,NA,NA
L,Paul Lake,1985,245,9/2/85,1.5,3,NA,NA,2.484,207,NA,NA,NA,NA
L,Paul Lake,1985,245,9/2/85,3,4,NA,NA,2.57,214.1666667,NA,NA,NA,NA
L,Paul Lake,1985,245,9/2/85,4,5,NA,NA,2.7,225,NA,NA,NA,NA
L,Paul Lake,1985,245,9/2/85,5.5,6,NA,NA,4.26,355,NA,NA,NA,NA
R,Peter Lake,1985,246,9/3/85,0,1,NA,NA,3.221,268.4166667,NA,NA,NA,NA
R,Peter Lake,1985,246,9/3/85,0.8,2,NA,NA,3.34,278.3333333,NA,NA,NA,NA
R,Peter Lake,1985,246,9/3/85,1.75,3,NA,NA,3.452,287.6666667,NA,NA,NA,NA
R,Peter Lake,1985,246,9/3/85,3,4,NA,NA,3.4,283.3333333,NA,NA,NA,NA
R,Peter Lake,1985,246,9/3/85,4.5,5,NA,NA,3.352,279.3333333,NA,NA,NA,NA
R,Peter Lake,1985,246,9/3/85,6.5,6,NA,NA,6.736,561.3333333,NA,NA,NA,NA
T,Tuesday Lake,1985,247,9/4/85,0,1,NA,NA,2.969,247.4166667,NA,NA,NA,NA
T,Tuesday Lake,1985,247,9/4/85,0.33,2,NA,NA,2.844,237,NA,NA,NA,NA
T,Tuesday Lake,1985,247,9/4/85,0.75,3,NA,NA,2.596,216.3333333,NA,NA,NA,NA
T,Tuesday Lake,1985,247,9/4/85,1.25,4,NA,NA,2.566,213.8333333,NA,NA,NA,NA
T,Tuesday Lake,1985,247,9/4/85,1.75,5,NA,NA,2.706,225.5,NA,NA,NA,NA
T,Tuesday Lake,1985,247,9/4/85,3,6,NA,NA,4.584,382,NA,NA,NA,NA
L,Paul Lake,1985,259,9/16/85,0,1,NA,NA,3.97,330.8333333,NA,NA,NA,NA
L,Paul Lake,1985,259,9/16/85,0.75,2,NA,NA,4.15,345.8333333,NA,NA,NA,NA
L,Paul Lake,1985,259,9/16/85,1.5,3,NA,NA,3.67,305.8333333,NA,NA,NA,NA
L,Paul Lake,1985,259,9/16/85,2.5,4,NA,NA,3.93,327.5,NA,NA,NA,NA
L,Paul Lake,1985,259,9/16/85,3.75,5,NA,NA,3.05,254.1666667,NA,NA,NA,NA
L,Paul Lake,1985,259,9/16/85,5.5,6,NA,NA,5.04,420,NA,NA,NA,NA
R,Peter Lake,1985,260,9/17/85,0,1,NA,NA,3.785,315.4166667,NA,NA,NA,NA
R,Peter Lake,1985,260,9/17/85,0.75,2,NA,NA,3.811,317.5833333,NA,NA,NA,NA
R,Peter Lake,1985,260,9/17/85,1.75,3,NA,NA,3.838,319.8333333,NA,NA,NA,NA
R,Peter Lake,1985,260,9/17/85,3.5,4,NA,NA,3.765,313.75,NA,NA,NA,NA
R,Peter Lake,1985,260,9/17/85,4.75,5,NA,NA,3.826,318.8333333,NA,NA,NA,NA
R,Peter Lake,1985,260,9/17/85,7,6,NA,NA,5.965,497.0833333,NA,NA,NA,NA
T,Tuesday Lake,1985,261,9/18/85,0,1,NA,NA,4.591,382.5833333,NA,NA,NA,NA
T,Tuesday Lake,1985,261,9/18/85,0.33,2,NA,NA,4.485,373.75,NA,NA,NA,NA
T,Tuesday Lake,1985,261,9/18/85,0.75,3,NA,NA,4.245,353.75,NA,NA,NA,NA
T,Tuesday Lake,1985,261,9/18/85,1.25,4,NA,NA,4.35,362.5,NA,NA,NA,NA
T,Tuesday Lake,1985,261,9/18/85,1.75,5,NA,NA,4.66,388.3333333,NA,NA,NA,NA
L,Paul Lake,1986,146,5/26/86,0,1,NA,NA,3.22,268.3333333,NA,NA,NA,NA
L,Paul Lake,1986,146,5/26/86,1,2,NA,NA,3.64,303.3333333,NA,NA,NA,NA
L,Paul Lake,1986,146,5/26/86,1.75,3,NA,NA,3.35,279.1666667,NA,NA,NA,NA
L,Paul Lake,1986,146,5/26/86,3,4,NA,NA,3.72,310,NA,NA,NA,NA
L,Paul Lake,1986,146,5/26/86,4,5,NA,NA,3.5,291.6666667,NA,NA,NA,NA
L,Paul Lake,1986,146,5/26/86,5.5,6,NA,NA,4.64,386.6666667,NA,NA,NA,NA
R,Peter Lake,1986,147,5/27/86,0,1,NA,NA,3.34,278.3333333,NA,NA,NA,NA
R,Peter Lake,1986,147,5/27/86,1,2,NA,NA,3.47,289.1666667,NA,NA,NA,NA
R,Peter Lake,1986,147,5/27/86,2,3,NA,NA,3.37,280.8333333,NA,NA,NA,NA
R,Peter Lake,1986,147,5/27/86,3.5,4,NA,NA,4.56,380,NA,NA,NA,NA
R,Peter Lake,1986,147,5/27/86,4.75,5,NA,NA,3.81,317.5,NA,NA,NA,NA
R,Peter Lake,1986,147,5/27/86,7,6,NA,NA,5.54,461.6666667,NA,NA,NA,NA
T,Tuesday Lake,1986,148,5/28/86,0,1,NA,NA,2.3,191.6666667,NA,NA,NA,NA
T,Tuesday Lake,1986,148,5/28/86,0.33,2,NA,NA,2.92,243.3333333,NA,NA,NA,NA
T,Tuesday Lake,1986,148,5/28/86,0.75,3,NA,NA,3.02,251.6666667,NA,NA,NA,NA
T,Tuesday Lake,1986,148,5/28/86,1.25,4,NA,NA,3.26,271.6666667,NA,NA,NA,NA
T,Tuesday Lake,1986,148,5/28/86,1.75,5,NA,NA,3.28,273.3333333,NA,NA,NA,NA
T,Tuesday Lake,1986,148,5/28/86,2.75,6,NA,NA,3.93,327.5,NA,NA,NA,NA
L,Paul Lake,1986,153,6/2/86,0,1,NA,NA,2.95,245.8333333,NA,NA,NA,NA
L,Paul Lake,1986,153,6/2/86,0.8,2,NA,NA,5.16,430,NA,NA,NA,NA
L,Paul Lake,1986,153,6/2/86,1.5,3,NA,NA,4.11,342.5,NA,NA,NA,NA
L,Paul Lake,1986,153,6/2/86,3,4,NA,NA,4.62,385,NA,NA,NA,NA
L,Paul Lake,1986,153,6/2/86,4,5,NA,NA,3.56,296.6666667,NA,NA,NA,NA
L,Paul Lake,1986,153,6/2/86,5.75,6,NA,NA,8.05,670.8333333,NA,NA,NA,NA
R,Peter Lake,1986,154,6/3/86,0,1,NA,NA,4.87,405.8333333,NA,NA,NA,NA
R,Peter Lake,1986,154,6/3/86,1,2,NA,NA,4.44,370,NA,NA,NA,NA
R,Peter Lake,1986,154,6/3/86,2,3,NA,NA,4.26,355,NA,NA,NA,NA
R,Peter Lake,1986,154,6/3/86,3.5,4,NA,NA,4.08,340,NA,NA,NA,NA
R,Peter Lake,1986,154,6/3/86,4.75,5,NA,NA,4.2,350,NA,NA,NA,NA
R,Peter Lake,1986,154,6/3/86,7,6,NA,NA,5.56,463.3333333,NA,NA,NA,NA
T,Tuesday Lake,1986,155,6/4/86,0,1,NA,NA,3.67,305.8333333,NA,NA,NA,NA
T,Tuesday Lake,1986,155,6/4/86,0.3,2,NA,NA,3.71,309.1666667,NA,NA,NA,NA
T,Tuesday Lake,1986,155,6/4/86,0.75,3,NA,NA,3.24,270,NA,NA,NA,NA
T,Tuesday Lake,1986,155,6/4/86,1.25,4,NA,NA,3.89,324.1666667,NA,NA,NA,NA
T,Tuesday Lake,1986,155,6/4/86,1.75,5,NA,NA,3.87,322.5,NA,NA,NA,NA
T,Tuesday Lake,1986,155,6/4/86,2.75,6,NA,NA,6.42,535,NA,NA,NA,NA
L,Paul Lake,1986,160,6/9/86,0,1,NA,NA,3.44,286.6666667,NA,NA,NA,NA
L,Paul Lake,1986,160,6/9/86,0.75,2,NA,NA,3.31,275.8333333,NA,NA,NA,NA
L,Paul Lake,1986,160,6/9/86,1.5,3,NA,NA,3.08,256.6666667,NA,NA,NA,NA
L,Paul Lake,1986,160,6/9/86,2.75,4,NA,NA,3.56,296.6666667,NA,NA,NA,NA
L,Paul Lake,1986,160,6/9/86,3.75,5,NA,NA,3.25,270.8333333,NA,NA,NA,NA
L,Paul Lake,1986,160,6/9/86,5.75,6,NA,NA,6.13,510.8333333,NA,NA,NA,NA
R,Peter Lake,1986,161,6/10/86,0,1,NA,NA,4.21,350.8333333,NA,NA,NA,NA
R,Peter Lake,1986,161,6/10/86,1,2,NA,NA,3.73,310.8333333,NA,NA,NA,NA
R,Peter Lake,1986,161,6/10/86,2,3,NA,NA,3.97,330.8333333,NA,NA,NA,NA
R,Peter Lake,1986,161,6/10/86,3.75,4,NA,NA,3.59,299.1666667,NA,NA,NA,NA
R,Peter Lake,1986,161,6/10/86,5,5,NA,NA,3.39,282.5,NA,NA,NA,NA
R,Peter Lake,1986,161,6/10/86,7.5,6,NA,NA,5.19,432.5,NA,NA,NA,NA
T,Tuesday Lake,1986,162,6/11/86,0,1,NA,NA,1.9,158.3333333,NA,NA,NA,NA
T,Tuesday Lake,1986,162,6/11/86,0.4,2,NA,NA,2.18,181.6666667,NA,NA,NA,NA
T,Tuesday Lake,1986,162,6/11/86,0.8,3,NA,NA,1.84,153.3333333,NA,NA,NA,NA
T,Tuesday Lake,1986,162,6/11/86,1.5,4,NA,NA,1.73,144.1666667,NA,NA,NA,NA
T,Tuesday Lake,1986,162,6/11/86,2,5,NA,NA,2.41,200.8333333,NA,NA,NA,NA
T,Tuesday Lake,1986,162,6/11/86,3,6,NA,NA,4.84,403.3333333,NA,NA,NA,NA
L,Paul Lake,1986,167,6/16/86,0,1,NA,NA,4.21,350.8333333,NA,NA,NA,NA
L,Paul Lake,1986,167,6/16/86,0.65,2,NA,NA,3.48,290,NA,NA,NA,NA
L,Paul Lake,1986,167,6/16/86,1.25,3,NA,NA,2.92,243.3333333,NA,NA,NA,NA
L,Paul Lake,1986,167,6/16/86,2.5,4,NA,NA,3.05,254.1666667,NA,NA,NA,NA
L,Paul Lake,1986,167,6/16/86,3.8,5,NA,NA,3.08,256.6666667,NA,NA,NA,NA
L,Paul Lake,1986,167,6/16/86,5.75,6,NA,NA,5.35,445.8333333,NA,NA,NA,NA
R,Peter Lake,1986,168,6/17/86,0,1,NA,NA,4.03,335.8333333,NA,NA,NA,NA
R,Peter Lake,1986,168,6/17/86,1,2,NA,NA,4.01,334.1666667,NA,NA,NA,NA
R,Peter Lake,1986,168,6/17/86,2.25,3,NA,NA,3.92,326.6666667,NA,NA,NA,NA
R,Peter Lake,1986,168,6/17/86,3.5,4,NA,NA,3.77,314.1666667,NA,NA,NA,NA
R,Peter Lake,1986,168,6/17/86,4.75,5,NA,NA,3.84,320,NA,NA,NA,NA
R,Peter Lake,1986,168,6/17/86,7,6,NA,NA,6.34,528.3333333,NA,NA,NA,NA
T,Tuesday Lake,1986,169,6/18/86,0,1,NA,NA,2.24,186.6666667,NA,NA,NA,NA
T,Tuesday Lake,1986,169,6/18/86,0.3,2,NA,NA,1.99,165.8333333,NA,NA,NA,NA
T,Tuesday Lake,1986,169,6/18/86,0.6,3,NA,NA,1.91,159.1666667,NA,NA,NA,NA
T,Tuesday Lake,1986,169,6/18/86,1.25,4,NA,NA,2.15,179.1666667,NA,NA,NA,NA
T,Tuesday Lake,1986,169,6/18/86,1.5,5,NA,NA,2.27,189.1666667,NA,NA,NA,NA
T,Tuesday Lake,1986,169,6/18/86,2.75,6,NA,NA,3.98,331.6666667,NA,NA,NA,NA
L,Paul Lake,1986,174,6/23/86,0,1,NA,NA,4.03,335.8333333,NA,NA,NA,NA
L,Paul Lake,1986,174,6/23/86,0.7,2,NA,NA,3.34,278.3333333,NA,NA,NA,NA
L,Paul Lake,1986,174,6/23/86,1.5,3,NA,NA,2.89,240.8333333,NA,NA,NA,NA
L,Paul Lake,1986,174,6/23/86,2.5,4,NA,NA,3.14,261.6666667,NA,NA,NA,NA
L,Paul Lake,1986,174,6/23/86,3.75,5,NA,NA,3.23,269.1666667,NA,NA,NA,NA
