lakeid,lakename,year4,daynum,sampledate,depth,temperature_C,dissolvedOxygen,irradianceWater,irradianceDeck,comments
R,Peter Lake,1984,191,7/9/84,12,4,0.5,NA,NA,NA
R,Peter Lake,1984,191,7/9/84,14,4,0.4,NA,NA,NA
R,Peter Lake,1984,191,7/9/84,16,4,0.4,NA,NA,NA
T,Tuesday Lake,1984,192,7/10/84,0,19.9,6.6,1070,970,NA
T,Tuesday Lake,1984,192,7/10/84,0.25,NA,NA,700,970,NA
T,Tuesday Lake,1984,192,7/10/84,0.5,20,6.7,420,970,NA
T,Tuesday Lake,1984,192,7/10/84,0.75,NA,NA,270,970,NA
T,Tuesday Lake,1984,192,7/10/84,1,20,6.6,182,970,NA
T,Tuesday Lake,1984,192,7/10/84,1.5,19.8,6.3,79,990,NA
T,Tuesday Lake,1984,192,7/10/84,2,18.4,4.9,35,990,NA
T,Tuesday Lake,1984,192,7/10/84,2.5,14.2,5,14,990,NA
T,Tuesday Lake,1984,192,7/10/84,3,10.3,2.5,5.3,990,NA
T,Tuesday Lake,1984,192,7/10/84,3.5,8,0.5,2.3,990,NA
T,Tuesday Lake,1984,192,7/10/84,4,6.6,0.4,1.4,990,NA
T,Tuesday Lake,1984,192,7/10/84,5,5.3,0.3,0.4,1000,NA
T,Tuesday Lake,1984,192,7/10/84,6,4.8,0.3,NA,NA,NA
T,Tuesday Lake,1984,192,7/10/84,7,4.4,0.3,NA,NA,NA
T,Tuesday Lake,1984,192,7/10/84,8,4.2,0.3,NA,NA,NA
T,Tuesday Lake,1984,192,7/10/84,10,4,0.4,NA,NA,NA
T,Tuesday Lake,1984,192,7/10/84,12,4,0.4,NA,NA,NA
T,Tuesday Lake,1984,192,7/10/84,14,4,0.4,NA,NA,NA
L,Paul Lake,1984,197,7/15/84,0,21.5,6.7,980,870,NA
L,Paul Lake,1984,197,7/15/84,0.25,NA,NA,740,890,NA
L,Paul Lake,1984,197,7/15/84,0.5,21.6,6.5,550,880,NA
L,Paul Lake,1984,197,7/15/84,0.75,NA,NA,260,520,NA
L,Paul Lake,1984,197,7/15/84,1,21.6,6.6,280,730,NA
L,Paul Lake,1984,197,7/15/84,1.5,21.6,6.4,215,760,NA
L,Paul Lake,1984,197,7/15/84,2,21.5,6.2,140,780,NA
L,Paul Lake,1984,197,7/15/84,2.5,21.2,5.7,65,550,NA
L,Paul Lake,1984,197,7/15/84,3,18.8,6.9,47,540,NA
L,Paul Lake,1984,197,7/15/84,3.5,16.2,7.4,42,800,NA
L,Paul Lake,1984,197,7/15/84,4,13.5,8.1,37,970,NA
L,Paul Lake,1984,197,7/15/84,5,9.4,4,15.5,1020,NA
L,Paul Lake,1984,197,7/15/84,6,7.2,0.6,2.5,1050,NA
L,Paul Lake,1984,197,7/15/84,6.5,NA,NA,0.4,950,NA
L,Paul Lake,1984,197,7/15/84,7,5.8,0.4,NA,NA,NA
L,Paul Lake,1984,197,7/15/84,8,5.2,0.4,NA,NA,NA
L,Paul Lake,1984,197,7/15/84,10,5,0.3,NA,NA,NA
R,Peter Lake,1984,198,7/16/84,0,21.5,6.8,187,200,NA
R,Peter Lake,1984,198,7/16/84,0.25,NA,NA,144,183,NA
R,Peter Lake,1984,198,7/16/84,0.5,21.6,6.8,105,180,NA
R,Peter Lake,1984,198,7/16/84,0.75,NA,NA,85,160,NA
R,Peter Lake,1984,198,7/16/84,1,21.6,6.7,64,139,NA
R,Peter Lake,1984,198,7/16/84,1.5,21.6,6.7,49,127,NA
R,Peter Lake,1984,198,7/16/84,2,21.6,6.3,37,121,NA
R,Peter Lake,1984,198,7/16/84,2.5,21.6,6.3,29.9,123,NA
R,Peter Lake,1984,198,7/16/84,3,21.5,6.5,25.7,135,NA
R,Peter Lake,1984,198,7/16/84,3.5,19.7,7.9,20.8,140,NA
R,Peter Lake,1984,198,7/16/84,4,16.8,9.7,14.8,135,NA
R,Peter Lake,1984,198,7/16/84,5,11.4,10.1,7.7,128,NA
R,Peter Lake,1984,198,7/16/84,6,8,8.8,3.8,123,NA
R,Peter Lake,1984,198,7/16/84,7,6,1.4,1.7,115,NA
R,Peter Lake,1984,198,7/16/84,8,5,0.6,0.7,108,NA
R,Peter Lake,1984,198,7/16/84,10,4.3,0.5,NA,NA,NA
R,Peter Lake,1984,198,7/16/84,12,4,0.5,NA,NA,NA
R,Peter Lake,1984,198,7/16/84,14,4,0.5,NA,NA,NA
R,Peter Lake,1984,198,7/16/84,16,4,0.5,NA,NA,NA
T,Tuesday Lake,1984,199,7/17/84,0,19,6.1,1090,1100,NA
T,Tuesday Lake,1984,199,7/17/84,0.25,NA,NA,670,1100,NA
T,Tuesday Lake,1984,199,7/17/84,0.5,19.2,5.9,420,1100,NA
T,Tuesday Lake,1984,199,7/17/84,0.75,NA,NA,260,1100,NA
T,Tuesday Lake,1984,199,7/17/84,1,19.2,5.9,174,1100,NA
T,Tuesday Lake,1984,199,7/17/84,1.5,19.2,5.9,79,1100,NA
T,Tuesday Lake,1984,199,7/17/84,2,19,5.4,36,1100,NA
T,Tuesday Lake,1984,199,7/17/84,2.5,14.9,4.1,13.8,1100,NA
T,Tuesday Lake,1984,199,7/17/84,3,10.8,0.5,5.7,1100,NA
T,Tuesday Lake,1984,199,7/17/84,3.5,8.5,0.4,2.3,1100,NA
T,Tuesday Lake,1984,199,7/17/84,4,7,0.3,1.4,1100,NA
T,Tuesday Lake,1984,199,7/17/84,4.5,NA,NA,0.9,1100,NA
T,Tuesday Lake,1984,199,7/17/84,5,5.4,0.3,0.5,1130,NA
T,Tuesday Lake,1984,199,7/17/84,6,4.9,0.3,NA,NA,NA
T,Tuesday Lake,1984,199,7/17/84,8,4.2,0.3,NA,NA,NA
T,Tuesday Lake,1984,199,7/17/84,10,4,0.3,NA,NA,NA
T,Tuesday Lake,1984,199,7/17/84,12,4,0.4,NA,NA,NA
T,Tuesday Lake,1984,199,7/17/84,14,4,0.4,NA,NA,NA
T,Tuesday Lake,1984,199,7/17/84,16,4,0.4,NA,NA,NA
L,Paul Lake,1984,204,7/22/84,0,23.2,6.8,1080,950,NA
L,Paul Lake,1984,204,7/22/84,0.25,NA,NA,950,960,NA
L,Paul Lake,1984,204,7/22/84,0.5,23.2,6.6,670,960,NA
L,Paul Lake,1984,204,7/22/84,0.75,NA,NA,530,960,NA
L,Paul Lake,1984,204,7/22/84,1,23.2,6.7,410,960,NA
L,Paul Lake,1984,204,7/22/84,1.5,22.7,6.5,284,900,NA
L,Paul Lake,1984,204,7/22/84,2,21.8,6.4,185,900,NA
L,Paul Lake,1984,204,7/22/84,2.5,21,6.1,117,940,NA
L,Paul Lake,1984,204,7/22/84,3,19.7,6,81,940,NA
L,Paul Lake,1984,204,7/22/84,3.5,17,6.9,53,920,NA
L,Paul Lake,1984,204,7/22/84,4,14.2,7.6,36,920,NA
L,Paul Lake,1984,204,7/22/84,5,10,4.4,16,920,NA
L,Paul Lake,1984,204,7/22/84,6,7.7,0.6,2.7,920,NA
L,Paul Lake,1984,204,7/22/84,6.5,NA,NA,0.5,920,NA
L,Paul Lake,1984,204,7/22/84,7,5.9,0.4,NA,NA,NA
L,Paul Lake,1984,204,7/22/84,8,5.3,0.4,NA,NA,NA
L,Paul Lake,1984,204,7/22/84,10,5,0.3,NA,NA,NA
R,Peter Lake,1984,205,7/23/84,0,22.8,6.7,1270,1150,NA
R,Peter Lake,1984,205,7/23/84,0.25,NA,NA,1120,1150,NA
R,Peter Lake,1984,205,7/23/84,0.5,23,6.7,960,1150,NA
R,Peter Lake,1984,205,7/23/84,0.75,NA,NA,810,1130,NA
R,Peter Lake,1984,205,7/23/84,1,23,6.7,680,1130,NA
R,Peter Lake,1984,205,7/23/84,1.5,23,6.6,490,1130,NA
R,Peter Lake,1984,205,7/23/84,2,22.9,6.7,360,1130,NA
R,Peter Lake,1984,205,7/23/84,2.5,22.6,6.6,260,1130,NA
R,Peter Lake,1984,205,7/23/84,3,21.8,6.5,207,1130,NA
R,Peter Lake,1984,205,7/23/84,3.5,20.6,6.8,150,1130,NA
R,Peter Lake,1984,205,7/23/84,4,18.2,9.4,117,1130,NA
R,Peter Lake,1984,205,7/23/84,5,12.4,9.7,65,1130,NA
R,Peter Lake,1984,205,7/23/84,6,8.9,9.6,32,1130,NA
R,Peter Lake,1984,205,7/23/84,7,6.5,2.2,14.3,1130,NA
R,Peter Lake,1984,205,7/23/84,8,5.3,0.7,5.9,1130,NA
R,Peter Lake,1984,205,7/23/84,9,NA,NA,2,1130,NA
R,Peter Lake,1984,205,7/23/84,10,4.4,0.4,NA,NA,NA
R,Peter Lake,1984,205,7/23/84,12,4.2,0.4,NA,NA,NA
R,Peter Lake,1984,205,7/23/84,14,4.1,0.4,NA,NA,NA
R,Peter Lake,1984,205,7/23/84,16,4.1,0.4,NA,NA,NA
T,Tuesday Lake,1984,206,7/24/84,0,22.7,6.9,1190,1050,NA
T,Tuesday Lake,1984,206,7/24/84,0.25,NA,NA,800,1050,NA
T,Tuesday Lake,1984,206,7/24/84,0.5,22.8,6.4,500,1050,NA
T,Tuesday Lake,1984,206,7/24/84,0.75,NA,NA,325,1050,NA
T,Tuesday Lake,1984,206,7/24/84,1,22.9,6.4,227,1050,NA
T,Tuesday Lake,1984,206,7/24/84,1.5,22.5,5.7,107,1050,NA
T,Tuesday Lake,1984,206,7/24/84,2,19,4.2,45.5,1050,NA
T,Tuesday Lake,1984,206,7/24/84,2.5,15.4,1.7,17,1050,NA
T,Tuesday Lake,1984,206,7/24/84,3,11.7,0.5,6.4,1050,NA
T,Tuesday Lake,1984,206,7/24/84,3.5,8.8,0.3,3,1050,NA
T,Tuesday Lake,1984,206,7/24/84,4,6.9,0.3,1.8,1050,NA
T,Tuesday Lake,1984,206,7/24/84,4.5,NA,NA,1,1070,NA
T,Tuesday Lake,1984,206,7/24/84,5,5.5,0.3,NA,NA,NA
T,Tuesday Lake,1984,206,7/24/84,6,4.9,0.3,NA,NA,NA
T,Tuesday Lake,1984,206,7/24/84,8,4.2,0.3,NA,NA,NA
T,Tuesday Lake,1984,206,7/24/84,10,4,0.3,NA,NA,NA
T,Tuesday Lake,1984,206,7/24/84,12,4,0.3,NA,NA,NA
T,Tuesday Lake,1984,206,7/24/84,14,4,0.3,NA,NA,NA
T,Tuesday Lake,1984,206,7/24/84,16,4,0.3,NA,NA,NA
L,Paul Lake,1984,211,7/29/84,0,22.7,6.5,315,300,NA
L,Paul Lake,1984,211,7/29/84,0.25,NA,NA,265,305,NA
L,Paul Lake,1984,211,7/29/84,0.5,22.8,6.3,198,310,NA
L,Paul Lake,1984,211,7/29/84,0.75,NA,NA,157,320,NA
L,Paul Lake,1984,211,7/29/84,1,22.8,6.1,128,320,NA
L,Paul Lake,1984,211,7/29/84,1.5,22.8,6.1,96,330,NA
L,Paul Lake,1984,211,7/29/84,2,22.7,5.8,68,330,NA
L,Paul Lake,1984,211,7/29/84,2.5,22.3,5.5,48,340,NA
L,Paul Lake,1984,211,7/29/84,3,20.5,5.9,35,360,NA
L,Paul Lake,1984,211,7/29/84,3.5,17.6,6.8,27.6,380,NA
L,Paul Lake,1984,211,7/29/84,4,14.9,6.5,22.3,470,NA
L,Paul Lake,1984,211,7/29/84,5,11.4,3.9,20.4,1050,NA
L,Paul Lake,1984,211,7/29/84,5.5,NA,NA,3.3,1120,NA
L,Paul Lake,1984,211,7/29/84,6,7.8,0.6,3.8,1090,NA
L,Paul Lake,1984,211,7/29/84,6.5,NA,NA,0.5,1100,NA
L,Paul Lake,1984,211,7/29/84,7,6.3,0.4,NA,NA,NA
L,Paul Lake,1984,211,7/29/84,8,5.4,0.4,NA,NA,NA
L,Paul Lake,1984,211,7/29/84,10,5.1,0.3,NA,NA,NA
R,Peter Lake,1984,212,7/30/84,0,23,7.3,330,350,NA
R,Peter Lake,1984,212,7/30/84,0.25,NA,NA,260,350,NA
R,Peter Lake,1984,212,7/30/84,0.5,23,6.9,220,350,NA
R,Peter Lake,1984,212,7/30/84,0.75,NA,NA,175,340,NA
R,Peter Lake,1984,212,7/30/84,1,23,6.7,143,330,NA
R,Peter Lake,1984,212,7/30/84,1.5,23,6.7,110,320,NA
R,Peter Lake,1984,212,7/30/84,2,23,6.6,89,300,NA
R,Peter Lake,1984,212,7/30/84,2.5,23,6.6,70,290,NA
R,Peter Lake,1984,212,7/30/84,3,22.8,6.6,55,280,NA
R,Peter Lake,1984,212,7/30/84,3.5,21.7,6.6,42,270,NA
R,Peter Lake,1984,212,7/30/84,4,18.7,9.4,33,270,NA
R,Peter Lake,1984,212,7/30/84,5,12.9,10.2,20,260,NA
R,Peter Lake,1984,212,7/30/84,6,8.9,7.7,11.4,260,NA
R,Peter Lake,1984,212,7/30/84,7,6.9,2.2,5.6,250,NA
R,Peter Lake,1984,212,7/30/84,8,5.4,0.6,2.4,230,NA
R,Peter Lake,1984,212,7/30/84,9,NA,NA,0.7,200,NA
R,Peter Lake,1984,212,7/30/84,10,4.3,0.4,NA,NA,NA
R,Peter Lake,1984,212,7/30/84,12,4,0.3,NA,NA,NA
R,Peter Lake,1984,212,7/30/84,14,4,0.3,NA,NA,NA
R,Peter Lake,1984,212,7/30/84,16,4,0.3,NA,NA,NA
T,Tuesday Lake,1984,213,7/31/84,0,23.7,6.8,117,131,NA
T,Tuesday Lake,1984,213,7/31/84,0.25,NA,NA,70,133,NA
T,Tuesday Lake,1984,213,7/31/84,0.5,23.7,6.5,42,133,NA
T,Tuesday Lake,1984,213,7/31/84,0.75,NA,NA,29,133,NA
T,Tuesday Lake,1984,213,7/31/84,1,23.7,6.3,21.9,133,NA
T,Tuesday Lake,1984,213,7/31/84,1.5,22.8,5.4,11.5,133,NA
T,Tuesday Lake,1984,213,7/31/84,2,20,3.1,5.9,133,NA
T,Tuesday Lake,1984,213,7/31/84,2.5,16.5,2.8,2.5,133,NA
T,Tuesday Lake,1984,213,7/31/84,3,12,0.6,1.1,133,NA
T,Tuesday Lake,1984,213,7/31/84,3.5,8.9,0.4,0.6,133,NA
T,Tuesday Lake,1984,213,7/31/84,4,7.3,0.3,0.3,124,NA
T,Tuesday Lake,1984,213,7/31/84,5,5.5,0.3,NA,NA,NA
T,Tuesday Lake,1984,213,7/31/84,6,4.8,0.3,NA,NA,NA
T,Tuesday Lake,1984,213,7/31/84,7,4.3,0.2,NA,NA,NA
T,Tuesday Lake,1984,213,7/31/84,8,4.1,0.2,NA,NA,NA
T,Tuesday Lake,1984,213,7/31/84,10,4,0.2,NA,NA,NA
T,Tuesday Lake,1984,213,7/31/84,12,4,0.2,NA,NA,NA
T,Tuesday Lake,1984,213,7/31/84,14,4,0.3,NA,NA,NA
T,Tuesday Lake,1984,213,7/31/84,16,4,0.3,NA,NA,NA
L,Paul Lake,1984,218,8/5/84,0,23.4,6.5,420,420,NA
L,Paul Lake,1984,218,8/5/84,0.25,NA,NA,320,400,NA
L,Paul Lake,1984,218,8/5/84,0.5,23.4,6.3,235,390,NA
L,Paul Lake,1984,218,8/5/84,0.75,NA,NA,165,360,NA
L,Paul Lake,1984,218,8/5/84,1,23.4,6,125,365,NA
L,Paul Lake,1984,218,8/5/84,1.5,23.4,5.9,102,400,NA
L,Paul Lake,1984,218,8/5/84,2,23.3,5.7,93,460,NA
L,Paul Lake,1984,218,8/5/84,2.5,23,5.5,58.5,420,NA
L,Paul Lake,1984,218,8/5/84,3,21.6,5.1,35,365,NA
L,Paul Lake,1984,218,8/5/84,3.5,18.2,4.8,26.1,370,NA
L,Paul Lake,1984,218,8/5/84,4,15.9,5.7,19,375,NA
L,Paul Lake,1984,218,8/5/84,5,11.3,1.8,8.3,370,NA
L,Paul Lake,1984,218,8/5/84,5.5,NA,NA,3.5,290,NA
L,Paul Lake,1984,218,8/5/84,6,8,0.4,1.3,250,NA
L,Paul Lake,1984,218,8/5/84,6.5,NA,NA,0.2,250,NA
L,Paul Lake,1984,218,8/5/84,7,6.3,0.3,NA,NA,NA
L,Paul Lake,1984,218,8/5/84,8,5.5,0.3,NA,NA,NA
L,Paul Lake,1984,218,8/5/84,10,5,0.3,NA,NA,NA
R,Peter Lake,1984,219,8/6/84,0,24,6.6,1080,890,NA
R,Peter Lake,1984,219,8/6/84,0.25,NA,NA,960,890,NA
R,Peter Lake,1984,219,8/6/84,0.5,24.1,6.3,775,890,NA
R,Peter Lake,1984,219,8/6/84,0.75,NA,NA,650,890,NA
R,Peter Lake,1984,219,8/6/84,1,24.1,6.1,555,870,NA
R,Peter Lake,1984,219,8/6/84,1.5,24.1,6,396,870,NA
R,Peter Lake,1984,219,8/6/84,2,24,6.1,295,870,NA
R,Peter Lake,1984,219,8/6/84,2.5,23.9,6,221,870,NA
R,Peter Lake,1984,219,8/6/84,3,23.4,5.9,166,870,NA
R,Peter Lake,1984,219,8/6/84,3.5,22.2,6.3,122,870,NA
R,Peter Lake,1984,219,8/6/84,4,19.7,8.9,90,870,NA
R,Peter Lake,1984,219,8/6/84,5,13.9,9.3,51.5,900,NA
R,Peter Lake,1984,219,8/6/84,6,10,8.8,27,910,NA
R,Peter Lake,1984,219,8/6/84,7,7.5,2.9,11.5,940,NA
R,Peter Lake,1984,219,8/6/84,8,5.8,0.6,5.3,950,NA
R,Peter Lake,1984,219,8/6/84,9,NA,NA,2.3,960,NA
R,Peter Lake,1984,219,8/6/84,10,4.7,0.4,NA,NA,NA
R,Peter Lake,1984,219,8/6/84,12,4.1,0.4,NA,NA,NA
R,Peter Lake,1984,219,8/6/84,14,4.1,0.4,NA,NA,NA
R,Peter Lake,1984,219,8/6/84,16,4.1,0.4,NA,NA,NA
T,Tuesday Lake,1984,220,8/7/84,0,24.1,6.5,310,325,NA
T,Tuesday Lake,1984,220,8/7/84,0.25,NA,NA,176,325,NA
T,Tuesday Lake,1984,220,8/7/84,0.5,24.1,6.4,108,325,NA
T,Tuesday Lake,1984,220,8/7/84,0.75,NA,NA,70.5,320,NA
T,Tuesday Lake,1984,220,8/7/84,1,24.2,6.5,43,300,NA
T,Tuesday Lake,1984,220,8/7/84,1.5,23.4,4.5,23.2,280,NA
T,Tuesday Lake,1984,220,8/7/84,2,20.8,2.4,12.1,300,NA
T,Tuesday Lake,1984,220,8/7/84,2.5,16.6,1.9,6.5,350,NA
T,Tuesday Lake,1984,220,8/7/84,3,12.8,0.4,3.4,375,NA
T,Tuesday Lake,1984,220,8/7/84,3.5,9.8,0.3,1.9,375,NA
T,Tuesday Lake,1984,220,8/7/84,4,7.4,0.3,1.1,360,NA
T,Tuesday Lake,1984,220,8/7/84,4.5,NA,NA,0.5,345,NA
T,Tuesday Lake,1984,220,8/7/84,5,5.8,0.3,NA,NA,NA
T,Tuesday Lake,1984,220,8/7/84,6,5,0.3,NA,NA,NA
T,Tuesday Lake,1984,220,8/7/84,7,4.5,0.3,NA,NA,NA
T,Tuesday Lake,1984,220,8/7/84,8,4.2,0.3,NA,NA,NA
T,Tuesday Lake,1984,220,8/7/84,10,4,0.3,NA,NA,NA
T,Tuesday Lake,1984,220,8/7/84,12,4,0.3,NA,NA,NA
T,Tuesday Lake,1984,220,8/7/84,14,4,0.3,NA,NA,NA
L,Paul Lake,1984,225,8/12/84,0,22.4,6.6,770,660,NA
L,Paul Lake,1984,225,8/12/84,0.25,NA,NA,630,660,NA
L,Paul Lake,1984,225,8/12/84,0.5,22.5,6.4,490,660,NA
L,Paul Lake,1984,225,8/12/84,0.75,NA,NA,380,660,NA
L,Paul Lake,1984,225,8/12/84,1,22.5,6.2,300,660,NA
L,Paul Lake,1984,225,8/12/84,1.5,22.5,6.2,197,660,NA
L,Paul Lake,1984,225,8/12/84,2,22.4,5.9,136,680,NA
L,Paul Lake,1984,225,8/12/84,2.5,22.3,6.1,94.5,680,NA
L,Paul Lake,1984,225,8/12/84,3,21.8,5.8,61,680,NA
L,Paul Lake,1984,225,8/12/84,3.5,19.3,5.5,40.5,680,NA
L,Paul Lake,1984,225,8/12/84,4,16.3,5.4,27,680,NA
L,Paul Lake,1984,225,8/12/84,4.5,NA,NA,18.5,680,NA
L,Paul Lake,1984,225,8/12/84,5,11.6,0.9,10.5,680,NA
L,Paul Lake,1984,225,8/12/84,5.5,NA,NA,0.5,680,NA
L,Paul Lake,1984,225,8/12/84,6,8.5,0.4,2.1,680,NA
L,Paul Lake,1984,225,8/12/84,6.5,NA,NA,0.3,700,NA
L,Paul Lake,1984,225,8/12/84,7,6.4,0.3,NA,NA,NA
L,Paul Lake,1984,225,8/12/84,8,5.7,0.3,NA,NA,NA
L,Paul Lake,1984,225,8/12/84,10,5.1,0.3,NA,NA,NA
R,Peter Lake,1984,226,8/13/84,0,23.1,7.1,325,355,NA
R,Peter Lake,1984,226,8/13/84,0.25,NA,NA,275,342,NA
R,Peter Lake,1984,226,8/13/84,0.5,23.2,7,220,345,NA
R,Peter Lake,1984,226,8/13/84,0.75,NA,NA,185,340,NA
R,Peter Lake,1984,226,8/13/84,1,23.2,6.8,162,340,NA
R,Peter Lake,1984,226,8/13/84,1.5,23.2,6.8,133,347,NA
R,Peter Lake,1984,226,8/13/84,2,23.2,6.8,99,340,NA
R,Peter Lake,1984,226,8/13/84,2.5,23.1,6.7,81,335,NA
R,Peter Lake,1984,226,8/13/84,3,23,6.4,64.8,340,NA
R,Peter Lake,1984,226,8/13/84,3.5,22.6,6.4,51.4,338,NA
R,Peter Lake,1984,226,8/13/84,4,20.7,8.7,40,340,NA
R,Peter Lake,1984,226,8/13/84,4.5,17.3,9.2,NA,NA,NA
R,Peter Lake,1984,226,8/13/84,5,14.7,9.5,23,346,NA
R,Peter Lake,1984,226,8/13/84,6,10.6,8.7,14,340,NA
R,Peter Lake,1984,226,8/13/84,7,7,2.6,8.3,360,NA
R,Peter Lake,1984,226,8/13/84,8,5.7,0.8,3.4,370,NA
R,Peter Lake,1984,226,8/13/84,9,NA,NA,1.7,380,NA
R,Peter Lake,1984,226,8/13/84,10,4.5,0.6,NA,NA,NA
R,Peter Lake,1984,226,8/13/84,12,4.1,0.5,NA,NA,NA
R,Peter Lake,1984,226,8/13/84,14,4.1,0.5,NA,NA,NA
R,Peter Lake,1984,226,8/13/84,16,4,0.4,NA,NA,NA
T,Tuesday Lake,1984,227,8/14/84,0,22.6,6.7,130,146,NA
T,Tuesday Lake,1984,227,8/14/84,0.25,NA,NA,77,143,NA
T,Tuesday Lake,1984,227,8/14/84,0.5,22.6,6.5,44.5,144,NA
T,Tuesday Lake,1984,227,8/14/84,0.75,NA,NA,26.3,145,NA
T,Tuesday Lake,1984,227,8/14/84,1,22.6,6.2,19.1,146,NA
T,Tuesday Lake,1984,227,8/14/84,1.5,22.6,6.2,10.7,149,NA
T,Tuesday Lake,1984,227,8/14/84,2,20.7,1.7,5.8,153,NA
T,Tuesday Lake,1984,227,8/14/84,2.5,17.1,0.6,2.7,155,NA
T,Tuesday Lake,1984,227,8/14/84,3,13,0.5,1.5,157,NA
T,Tuesday Lake,1984,227,8/14/84,3.5,10.8,0.4,0.9,160,NA
T,Tuesday Lake,1984,227,8/14/84,4,8,0.4,0.6,164,NA
T,Tuesday Lake,1984,227,8/14/84,5,5.8,0.4,NA,NA,NA
T,Tuesday Lake,1984,227,8/14/84,6,5,0.4,NA,NA,NA
T,Tuesday Lake,1984,227,8/14/84,7,4.4,0.4,NA,NA,NA
T,Tuesday Lake,1984,227,8/14/84,8,4.1,0.4,NA,NA,NA
T,Tuesday Lake,1984,227,8/14/84,10,4,0.4,NA,NA,NA
T,Tuesday Lake,1984,227,8/14/84,12,4,0.4,NA,NA,NA
T,Tuesday Lake,1984,227,8/14/84,14,4,0.5,NA,NA,NA
T,Tuesday Lake,1984,227,8/14/84,16,4,0.5,NA,NA,NA
L,Paul Lake,1984,232,8/19/84,0,22.6,6.3,990,820,NA
L,Paul Lake,1984,232,8/19/84,0.25,NA,NA,820,830,NA
L,Paul Lake,1984,232,8/19/84,0.5,22.6,6.2,630,830,NA
L,Paul Lake,1984,232,8/19/84,0.75,NA,NA,485,830,NA
L,Paul Lake,1984,232,8/19/84,1,22.6,6.3,380,830,NA
L,Paul Lake,1984,232,8/19/84,1.5,22.6,6.2,269,830,NA
L,Paul Lake,1984,232,8/19/84,2,22.6,6,170,830,NA
L,Paul Lake,1984,232,8/19/84,2.5,22.6,5.9,110,830,NA
L,Paul Lake,1984,232,8/19/84,3,22.4,5.8,76.5,830,NA
L,Paul Lake,1984,232,8/19/84,3.5,20.3,5.2,54,830,NA
L,Paul Lake,1984,232,8/19/84,4,17.8,5.1,36,830,NA
L,Paul Lake,1984,232,8/19/84,5,12,1,12.7,830,NA
L,Paul Lake,1984,232,8/19/84,5.5,NA,NA,7.7,830,NA
L,Paul Lake,1984,232,8/19/84,6,8.7,0.4,2.9,830,NA
L,Paul Lake,1984,232,8/19/84,6.5,NA,NA,0.6,830,NA
L,Paul Lake,1984,232,8/19/84,7,6.6,0.3,0.1,840,NA
L,Paul Lake,1984,232,8/19/84,8,5.8,0.3,NA,NA,NA
L,Paul Lake,1984,232,8/19/84,10,5.2,0.3,NA,NA,NA
R,Peter Lake,1984,233,8/20/84,0,22.5,6.8,93,100,NA
R,Peter Lake,1984,233,8/20/84,0.25,NA,NA,76,100,NA
R,Peter Lake,1984,233,8/20/84,0.5,22.6,6.7,58,97,NA
R,Peter Lake,1984,233,8/20/84,0.75,NA,NA,46,92,NA
R,Peter Lake,1984,233,8/20/84,1,22.6,6.5,40,92,NA
R,Peter Lake,1984,233,8/20/84,1.5,22.6,6.5,31,92,NA
R,Peter Lake,1984,233,8/20/84,2,22.6,6.7,26.2,92,NA
R,Peter Lake,1984,233,8/20/84,2.5,22.6,6.6,21,90,NA
R,Peter Lake,1984,233,8/20/84,3,22.6,6.5,15.4,85,NA
R,Peter Lake,1984,233,8/20/84,3.5,22.6,6.3,12,82,NA
R,Peter Lake,1984,233,8/20/84,4,21.8,7.6,9.7,81,NA
R,Peter Lake,1984,233,8/20/84,5,15.6,9.4,5.6,77,NA
R,Peter Lake,1984,233,8/20/84,6,10.4,9.2,3.2,86,NA
R,Peter Lake,1984,233,8/20/84,7,7.5,2.8,1.8,75,NA
R,Peter Lake,1984,233,8/20/84,8,5.8,0.8,0.8,78,NA
R,Peter Lake,1984,233,8/20/84,9,NA,NA,0.3,78,NA
R,Peter Lake,1984,233,8/20/84,10,4.7,0.4,NA,NA,NA
R,Peter Lake,1984,233,8/20/84,12,4.1,0.4,NA,NA,NA
R,Peter Lake,1984,233,8/20/84,14,4.1,0.5,NA,NA,NA
R,Peter Lake,1984,233,8/20/84,16,4.1,0.4,NA,NA,NA
T,Tuesday Lake,1984,234,8/21/84,0,21,6.2,195,222,NA
T,Tuesday Lake,1984,234,8/21/84,0.25,NA,NA,121,230,NA
T,Tuesday Lake,1984,234,8/21/84,0.5,21.1,5.6,60,212,NA
T,Tuesday Lake,1984,234,8/21/84,0.75,NA,NA,36,194,NA
T,Tuesday Lake,1984,234,8/21/84,1,21.1,5.4,27.2,190,NA
T,Tuesday Lake,1984,234,8/21/84,1.5,21.1,5.3,15,207,NA
T,Tuesday Lake,1984,234,8/21/84,2,21,5.2,9.4,220,NA
T,Tuesday Lake,1984,234,8/21/84,2.5,17.7,0.5,4.6,222,NA
T,Tuesday Lake,1984,234,8/21/84,3,14.2,0.3,2.4,225,NA
T,Tuesday Lake,1984,234,8/21/84,3.5,10.8,0.3,2.1,270,NA
T,Tuesday Lake,1984,234,8/21/84,4,8.2,0.1,0.8,225,NA
T,Tuesday Lake,1984,234,8/21/84,5,6,0.3,NA,NA,NA
T,Tuesday Lake,1984,234,8/21/84,6,5,0.3,NA,NA,NA
T,Tuesday Lake,1984,234,8/21/84,7,4.5,0.3,NA,NA,NA
T,Tuesday Lake,1984,234,8/21/84,8,4.2,0.3,NA,NA,NA
