CAS Number,Chemical Name,Chemical Grade,Chemical Analysis Method,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Organism Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Author),Conc 1 (Author),Conc 1 Units (Author),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,"Technical grade, technical product, technical formulation",Unmeasured,98.4,Anopheles stephensi,Mosquito,Insects/Spiders,Adult,3,Day(s),"Topical, general",No substrate,Lab,NR,Active ingredient,0.267,ng/mg bdwt,Mortality,Mortality,LC50,Not reported,1,Day(s),"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju",173152,Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains,Indian J. Med. Res.142:64-70,2015,Purity: Ê NR - NR | Organism Age: Ê NR - NR Day(s) | Conc 1 (Author): Ê Active ingredient NR - NR ng/mg bdwt | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,"Technical grade, technical product, technical formulation",Unmeasured,98.4,Anopheles stephensi,Mosquito,Insects/Spiders,Adult,3,Day(s),"Topical, general",No substrate,Lab,NR,Active ingredient,20.636,ng/mg bdwt,Mortality,Mortality,LC90,Not reported,1,Day(s),"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju",173152,Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains,Indian J. Med. Res.142:64-70,2015,Purity: Ê NR - NR | Organism Age: Ê NR - NR Day(s) | Conc 1 (Author): Ê Active ingredient NR - NR ng/mg bdwt | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,"Technical grade, technical product, technical formulation",Unmeasured,98.4,Anopheles stephensi,Mosquito,Insects/Spiders,Adult,3,Day(s),"Topical, general",No substrate,Lab,NR,Active ingredient,76.035,ng/mg bdwt,Mortality,Mortality,LC90,Not reported,1,Day(s),"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju",173152,Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains,Indian J. Med. Res.142:64-70,2015,Purity: Ê NR - NR | Organism Age: Ê NR - NR Day(s) | Conc 1 (Author): Ê Active ingredient NR - NR ng/mg bdwt | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,NR,Aphelinidae,Parasitic Wasp Family,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Unknown soil,Field natural,2,Active ingredient,148.3,AI g/ha,Population,Abundance,NOEL,Not reported,7,Day(s),"Naveed,M., A. Salam, M.A. Saleem, and A.H. Sayyed",109059,"Effect of Foliar Applications of Some Insecticides on Bemisia tabaci, Predators and Parasitoids: Implications in Its Management in Pakistan",Phytoparasitica36(4): 377-387,2008,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,NR,Aphelinus abdominalis,Glasshouse Potato Wasp,Insects/Spiders,Embryo,NR,Day(s),Spray,No substrate,Lab,2,Active ingredient,12/,AI g/ha,Mortality,Mortality,LOEL,Not reported,0.25,Day(s),"Willow,J., A. Silva, E. Veromann, and G. Smagghe",179704,Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp,PLoS One14(2): 13 p.,2019,Purity: Ê NR - NR | Organism Age: Ê 1 - 2 Day(s) | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,NR,Aphelinus abdominalis,Glasshouse Potato Wasp,Insects/Spiders,Embryo,NR,Day(s),Spray,No substrate,Lab,2,Active ingredient,12/,AI g/ha,Mortality,Mortality,LOEL,Not reported,0.3333,Day(s),"Willow,J., A. Silva, E. Veromann, and G. Smagghe",179704,Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp,PLoS One14(2): 13 p.,2019,Purity: Ê NR - NR | Organism Age: Ê 1 - 2 Day(s) | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,NR,Aphelinus abdominalis,Glasshouse Potato Wasp,Insects/Spiders,Embryo,NR,Day(s),Spray,No substrate,Lab,2,Active ingredient,12/,AI g/ha,Mortality,Mortality,LOEL,Not reported,1,Day(s),"Willow,J., A. Silva, E. Veromann, and G. Smagghe",179704,Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp,PLoS One14(2): 13 p.,2019,Purity: Ê NR - NR | Organism Age: Ê 1 - 2 Day(s) | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,NR,Aphelinus abdominalis,Glasshouse Potato Wasp,Insects/Spiders,Embryo,NR,Day(s),Spray,No substrate,Lab,2,Active ingredient,12/,AI g/ha,Mortality,Knockdown,LOEL,Not reported,1,Day(s),"Willow,J., A. Silva, E. Veromann, and G. Smagghe",179704,Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp,PLoS One14(2): 13 p.,2019,Purity: Ê NR - NR | Organism Age: Ê 1 - 2 Day(s) | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,NR,Aphelinus abdominalis,Glasshouse Potato Wasp,Insects/Spiders,Embryo,NR,Day(s),Spray,No substrate,Lab,2,Active ingredient,12/,AI g/ha,Mortality,Knockdown,LOEL,Not reported,0.3333,Day(s),"Willow,J., A. Silva, E. Veromann, and G. Smagghe",179704,Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp,PLoS One14(2): 13 p.,2019,Purity: Ê NR - NR | Organism Age: Ê 1 - 2 Day(s) | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,NR,Aphelinus abdominalis,Glasshouse Potato Wasp,Insects/Spiders,Embryo,NR,Day(s),Spray,No substrate,Lab,2,Active ingredient,12/,AI g/ha,Mortality,Knockdown,LOEL,Not reported,0.25,Day(s),"Willow,J., A. Silva, E. Veromann, and G. Smagghe",179704,Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp,PLoS One14(2): 13 p.,2019,Purity: Ê NR - NR | Organism Age: Ê 1 - 2 Day(s) | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,NR,Aphelinus abdominalis,Glasshouse Potato Wasp,Insects/Spiders,Embryo,NR,Day(s),Spray,No substrate,Lab,2,Active ingredient,12/,AI g/ha,Mortality,Knockdown,LOEL,Not reported,0.1667,Day(s),"Willow,J., A. Silva, E. Veromann, and G. Smagghe",179704,Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp,PLoS One14(2): 13 p.,2019,Purity: Ê NR - NR | Organism Age: Ê 1 - 2 Day(s) | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,NR,Aphelinus abdominalis,Glasshouse Potato Wasp,Insects/Spiders,Embryo,NR,Day(s),Spray,No substrate,Lab,2,Active ingredient,12/,AI g/ha,Mortality,Knockdown,LOEL,Not reported,0.0833,Day(s),"Willow,J., A. Silva, E. Veromann, and G. Smagghe",179704,Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp,PLoS One14(2): 13 p.,2019,Purity: Ê NR - NR | Organism Age: Ê 1 - 2 Day(s) | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,NR,Aphelinus abdominalis,Glasshouse Potato Wasp,Insects/Spiders,Embryo,NR,Day(s),Spray,No substrate,Lab,2,Active ingredient,12/,AI g/ha,Mortality,Mortality,NOEL,Not reported,0.0833,Day(s),"Willow,J., A. Silva, E. Veromann, and G. Smagghe",179704,Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp,PLoS One14(2): 13 p.,2019,Purity: Ê NR - NR | Organism Age: Ê 1 - 2 Day(s) | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,NR,Aphelinus abdominalis,Glasshouse Potato Wasp,Insects/Spiders,Embryo,NR,Day(s),Spray,No substrate,Lab,2,Active ingredient,12/,AI g/ha,Mortality,Mortality,NOEL,Not reported,0.1667,Day(s),"Willow,J., A. Silva, E. Veromann, and G. Smagghe",179704,Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp,PLoS One14(2): 13 p.,2019,Purity: Ê NR - NR | Organism Age: Ê 1 - 2 Day(s) | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not coded,Not coded,45,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not coded,NC,Not coded,Oral via capsule,Not coded,Lab,NC,Not coded,12.8,ug/org,Mortality,Mortality,LD50,Not coded,2,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,Purity: Ê NR - NR | Organism Age: Ê NC - NC Not coded | Conc 1 (Author): Ê Not coded 10.9 - 15.4 ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not coded,Not coded,45,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not coded,NC,Not coded,"Topical, general",Not coded,Lab,NC,Not coded,43.59,ug/org,Mortality,Mortality,LD50,Not coded,2,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,Purity: Ê NR - NR | Organism Age: Ê NC - NC Not coded | Conc 1 (Author): Ê Not coded 36.5 - 60.3 ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not coded,Not coded,97.3,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not coded,NC,Not coded,"Topical, general",Not coded,Lab,NC,Active ingredient,37.83,ug/org,Mortality,Mortality,LD50,Not coded,2,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,Purity: Ê NR - NR | Organism Age: Ê NC - NC Not coded | Conc 1 (Author): Ê Active ingredient NR - NR ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not coded,Not coded,97.3,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not coded,NC,Not coded,Oral via capsule,Not coded,Lab,NC,Active ingredient,17.32,ug/org,Mortality,Mortality,LD50,Not coded,2,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,Purity: Ê NR - NR | Organism Age: Ê NC - NC Not coded | Conc 1 (Author): Ê Active ingredient NR - NR ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,>99,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,NR,Not reported,"Topical, general",No substrate,Lab,' 6-8,Active ingredient,14.6,AI ug/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Iwasa,T., N. Motoyama, J.T. Ambrose, and R.M. Roe",95986,"Mechanism for the Differential Toxicity of Neonicotinoid Insecticides in the Honey Bee, Apis mellifera",Crop Prot.23(5): 371-378,2004,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient 9.53 - 25.4 AI ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Pestanal grade,Unmeasured,99.9,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,Dermal,No substrate,Lab,>=6,Active ingredient,122.4,ug/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Thompson,H.M., S.L. Fryday, S. Harkin, and S. Milner",169012,Potential Impacts of Synergism in Honeybees (Apis mellifera) of Exposure to Neonicotinoids and Sprayed Fungicides in Crops,Apidologie45:545-553,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient 90.56 - 238.9 ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Pestanal grade,Unmeasured,99.9,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,Food,No substrate,Lab,>=6,Active ingredient,22.59,ug/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Thompson,H.M., S.L. Fryday, S. Harkin, and S. Milner",169012,Potential Impacts of Synergism in Honeybees (Apis mellifera) of Exposure to Neonicotinoids and Sprayed Fungicides in Crops,Apidologie45:545-553,2014,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient 16.39 - 37.42 ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,40.4,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,NR,Not reported,Food,No substrate,Lab,5,Active ingredient,36/,AI ppm food,Mortality,Mortality,LOEC,Not reported,3,Day(s),"Laurino,D., M. Porporato, A. Patetta, and A. Manino",152655,Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests,Bull. Insectol.64(1): 107-113,2011,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI ppm food | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not coded,Not coded,45,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not coded,NC,Not coded,"Topical, general",Not coded,Lab,NC,Not coded,25,ug/org,Mortality,Mortality,NOEL,Not coded,2,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,Purity: Ê NR - NR | Organism Age: Ê NC - NC Not coded | Conc 1 (Author): Ê Not coded NR - NR ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not coded,Not coded,45,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not coded,NC,Not coded,Oral via capsule,Not coded,Lab,NC,Not coded,7.6,ug/org,Mortality,Mortality,NOEL,Not coded,2,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,Purity: Ê NR - NR | Organism Age: Ê NC - NC Not coded | Conc 1 (Author): Ê Not coded NR - NR ug/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,>96,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,Spray,No substrate,Field artificial,3,Active ingredient,144,AI g/ha,Mortality,Mortality,NOEL,Not reported,<=1,Day(s),"Schmuck,R., T. Stadler, and H.W. Schmidt",69894,"Field Relevance of a Synergistic Effect Observed in the Laboratory Between an EBI Fungicide and a Chloronicotinyl Insecticide in the Honeybee (Apis mellifera L, Hymenoptera)",Environ. Toxicol. Chem.59(3): 279-286,2003,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,>96,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,NR,Not reported,Spray,No substrate,Field artificial,3,Active ingredient,144,AI g/ha,Mortality,Mortality,NOEL,Not reported,NR,Day(s),"Schmuck,R., T. Stadler, and H.W. Schmidt",69894,"Field Relevance of a Synergistic Effect Observed in the Laboratory Between an EBI Fungicide and a Chloronicotinyl Insecticide in the Honeybee (Apis mellifera L, Hymenoptera)",Environ. Toxicol. Chem.59(3): 279-286,2003,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI g/ha | Duration (Days): Ê 7 - 10 NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,40.4,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,NR,Not reported,Food,No substrate,Lab,2,Active ingredient,144/,AI ppm food,Mortality,Mortality,NR-ZERO,Not reported,1,Day(s),"Laurino,D., M. Porporato, A. Patetta, and A. Manino",152655,Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests,Bull. Insectol.64(1): 107-113,2011,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI ppm food | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
111988499,[N(Z)]-N-[3-[(6-Chloro-3-pyridinyl)methyl]-2-thiazolidinylidene]cyanamide,Not reported,Unmeasured,40.4,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,NR,Not reported,"Environmental, unspecified",Litter,Lab,2,Active ingredient,144/,AI ppm,Mortality,Mortality,NR-ZERO,Not reported,3,Day(s),"Laurino,D., M. Porporato, A. Patetta, and A. Manino",152655,Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests,Bull. Insectol.64(1): 107-113,2011,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR/ - NR/ AI ppm | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
