"lakename","year4","daynum","month","sampledate","depth","nutrient","concentration"
"Peter Lake",1991,183,7,1991-07-02,4.5,"nh34",6.378
"Peter Lake",1991,183,7,1991-07-02,4.5,"no23",1.361
"Peter Lake",1991,183,7,1991-07-02,4.5,"po4",6
"Peter Lake",1991,183,7,1991-07-02,7,"tn_ug",385
"Peter Lake",1991,183,7,1991-07-02,7,"tp_ug",18
"Peter Lake",1991,183,7,1991-07-02,7,"nh34",6.809
"Peter Lake",1991,183,7,1991-07-02,7,"no23",2.243
"Peter Lake",1991,183,7,1991-07-02,7,"po4",2
"Peter Lake",1991,183,7,1991-07-02,12,"tn_ug",592
"Peter Lake",1991,183,7,1991-07-02,12,"tp_ug",28
"Peter Lake",1991,183,7,1991-07-02,12,"nh34",142.336
"Peter Lake",1991,183,7,1991-07-02,12,"no23",1.574
"Peter Lake",1991,183,7,1991-07-02,12,"po4",4
"Paul Lake",1991,189,7,1991-07-08,0,"tn_ug",341
"Paul Lake",1991,189,7,1991-07-08,0,"tp_ug",11
"Paul Lake",1991,189,7,1991-07-08,0,"nh34",18.406
"Paul Lake",1991,189,7,1991-07-08,0,"no23",5.232
"Paul Lake",1991,189,7,1991-07-08,0,"po4",3
"Paul Lake",1991,189,7,1991-07-08,0.75,"tn_ug",522
"Paul Lake",1991,189,7,1991-07-08,0.75,"tp_ug",14
"Paul Lake",1991,189,7,1991-07-08,0.75,"nh34",17.224
"Paul Lake",1991,189,7,1991-07-08,0.75,"no23",2.681
"Paul Lake",1991,189,7,1991-07-08,0.75,"po4",4
"Paul Lake",1991,189,7,1991-07-08,1.4,"tn_ug",416
"Paul Lake",1991,189,7,1991-07-08,1.4,"tp_ug",11
"Paul Lake",1991,189,7,1991-07-08,1.4,"nh34",13.084
"Paul Lake",1991,189,7,1991-07-08,1.4,"no23",2.309
"Paul Lake",1991,189,7,1991-07-08,1.4,"po4",1
"Paul Lake",1991,189,7,1991-07-08,2.5,"tn_ug",402
"Paul Lake",1991,189,7,1991-07-08,2.5,"tp_ug",18
"Paul Lake",1991,189,7,1991-07-08,2.5,"nh34",14.895
"Paul Lake",1991,189,7,1991-07-08,2.5,"no23",2.625
"Paul Lake",1991,189,7,1991-07-08,2.5,"po4",3
"Paul Lake",1991,189,7,1991-07-08,3.5,"tn_ug",397
"Paul Lake",1991,189,7,1991-07-08,3.5,"tp_ug",10
"Paul Lake",1991,189,7,1991-07-08,3.5,"nh34",13.108
"Paul Lake",1991,189,7,1991-07-08,3.5,"no23",1.967
"Paul Lake",1991,189,7,1991-07-08,3.5,"po4",0
"Paul Lake",1991,189,7,1991-07-08,5.5,"tn_ug",462
"Paul Lake",1991,189,7,1991-07-08,5.5,"tp_ug",16
"Paul Lake",1991,189,7,1991-07-08,5.5,"nh34",10.744
"Paul Lake",1991,189,7,1991-07-08,5.5,"no23",1.31
"Paul Lake",1991,189,7,1991-07-08,5.5,"po4",3
"Paul Lake",1991,189,7,1991-07-08,8,"tn_ug",1229
"Paul Lake",1991,189,7,1991-07-08,8,"tp_ug",50
"Paul Lake",1991,189,7,1991-07-08,8,"nh34",484.249
"Paul Lake",1991,189,7,1991-07-08,8,"no23",2.228
"Paul Lake",1991,189,7,1991-07-08,8,"po4",7
"Peter Lake",1991,190,7,1991-07-09,0,"tn_ug",266
"Peter Lake",1991,190,7,1991-07-09,0,"tp_ug",5
"Peter Lake",1991,190,7,1991-07-09,0,"nh34",9.495
"Peter Lake",1991,190,7,1991-07-09,0,"no23",8.907
"Peter Lake",1991,190,7,1991-07-09,0,"po4",12
"Peter Lake",1991,190,7,1991-07-09,1.1,"tn_ug",287
"Peter Lake",1991,190,7,1991-07-09,1.1,"tp_ug",11
"Peter Lake",1991,190,7,1991-07-09,1.1,"nh34",6.417
"Peter Lake",1991,190,7,1991-07-09,1.1,"no23",2.148
"Peter Lake",1991,190,7,1991-07-09,1.1,"po4",4
"Peter Lake",1991,190,7,1991-07-09,2,"tn_ug",323
"Peter Lake",1991,190,7,1991-07-09,2,"tp_ug",7
"Peter Lake",1991,190,7,1991-07-09,2,"nh34",7.817
"Peter Lake",1991,190,7,1991-07-09,2,"no23",5.086
"Peter Lake",1991,190,7,1991-07-09,2,"po4",9
"Peter Lake",1991,190,7,1991-07-09,3.5,"tn_ug",400
"Peter Lake",1991,190,7,1991-07-09,3.5,"tp_ug",7
"Peter Lake",1991,190,7,1991-07-09,3.5,"nh34",8.517
"Peter Lake",1991,190,7,1991-07-09,3.5,"no23",1.832
"Peter Lake",1991,190,7,1991-07-09,3.5,"po4",4
"Peter Lake",1991,190,7,1991-07-09,4.9,"tn_ug",367
"Peter Lake",1991,190,7,1991-07-09,4.9,"tp_ug",8
"Peter Lake",1991,190,7,1991-07-09,4.9,"nh34",5.562
"Peter Lake",1991,190,7,1991-07-09,4.9,"no23",1.299
"Peter Lake",1991,190,7,1991-07-09,4.9,"po4",2
"Peter Lake",1991,190,7,1991-07-09,7.5,"tn_ug",405
"Peter Lake",1991,190,7,1991-07-09,7.5,"tp_ug",16
"Peter Lake",1991,190,7,1991-07-09,7.5,"nh34",7.573
"Peter Lake",1991,190,7,1991-07-09,7.5,"no23",1.832
"Peter Lake",1991,190,7,1991-07-09,7.5,"po4",3
"Peter Lake",1991,190,7,1991-07-09,12,"tn_ug",575
"Peter Lake",1991,190,7,1991-07-09,12,"tp_ug",25
"Peter Lake",1991,190,7,1991-07-09,12,"nh34",84.26
"Peter Lake",1991,190,7,1991-07-09,12,"no23",2.524
"Peter Lake",1991,190,7,1991-07-09,12,"po4",9
"Paul Lake",1991,196,7,1991-07-15,0,"tn_ug",436
"Paul Lake",1991,196,7,1991-07-15,0,"tp_ug",9
"Paul Lake",1991,196,7,1991-07-15,0,"nh34",21.606
"Paul Lake",1991,196,7,1991-07-15,0,"no23",3.5
"Paul Lake",1991,196,7,1991-07-15,0,"po4",3
"Paul Lake",1991,196,7,1991-07-15,0.7,"tn_ug",443
"Paul Lake",1991,196,7,1991-07-15,0.7,"tp_ug",11
"Paul Lake",1991,196,7,1991-07-15,0.7,"nh34",17.695
"Paul Lake",1991,196,7,1991-07-15,0.7,"no23",2.71
"Paul Lake",1991,196,7,1991-07-15,0.7,"po4",1
"Paul Lake",1991,196,7,1991-07-15,1.6,"tn_ug",431
"Paul Lake",1991,196,7,1991-07-15,1.6,"tp_ug",14
"Paul Lake",1991,196,7,1991-07-15,1.6,"nh34",19.386
"Paul Lake",1991,196,7,1991-07-15,1.6,"no23",3.313
"Paul Lake",1991,196,7,1991-07-15,1.6,"po4",5
"Paul Lake",1991,196,7,1991-07-15,2.5,"tn_ug",403
"Paul Lake",1991,196,7,1991-07-15,2.5,"tp_ug",10
"Paul Lake",1991,196,7,1991-07-15,2.5,"nh34",20.869
"Paul Lake",1991,196,7,1991-07-15,2.5,"no23",2.117
"Paul Lake",1991,196,7,1991-07-15,2.5,"po4",3
"Paul Lake",1991,196,7,1991-07-15,3.5,"tn_ug",436
"Paul Lake",1991,196,7,1991-07-15,3.5,"nh34",15.761
"Paul Lake",1991,196,7,1991-07-15,3.5,"no23",2.021
"Paul Lake",1991,196,7,1991-07-15,3.5,"po4",2
"Paul Lake",1991,196,7,1991-07-15,5.5,"tn_ug",386
"Paul Lake",1991,196,7,1991-07-15,5.5,"tp_ug",20
"Paul Lake",1991,196,7,1991-07-15,5.5,"nh34",17.114
"Paul Lake",1991,196,7,1991-07-15,5.5,"no23",2.061
"Paul Lake",1991,196,7,1991-07-15,5.5,"po4",4
"Paul Lake",1991,196,7,1991-07-15,8,"tn_ug",1601
"Paul Lake",1991,196,7,1991-07-15,8,"tp_ug",52
"Paul Lake",1991,196,7,1991-07-15,8,"nh34",734.644
"Paul Lake",1991,196,7,1991-07-15,8,"no23",4.701
"Paul Lake",1991,196,7,1991-07-15,8,"po4",22
"Peter Lake",1991,197,7,1991-07-16,0,"tn_ug",490
"Peter Lake",1991,197,7,1991-07-16,0,"tp_ug",9
"Peter Lake",1991,197,7,1991-07-16,0,"nh34",24.334
"Peter Lake",1991,197,7,1991-07-16,0,"no23",5.071
"Peter Lake",1991,197,7,1991-07-16,0,"po4",4
"Peter Lake",1991,197,7,1991-07-16,1,"tn_ug",416
"Peter Lake",1991,197,7,1991-07-16,1,"tp_ug",6
"Peter Lake",1991,197,7,1991-07-16,1,"nh34",16.377
"Peter Lake",1991,197,7,1991-07-16,1,"no23",2.081
"Peter Lake",1991,197,7,1991-07-16,1,"po4",3
"Peter Lake",1991,197,7,1991-07-16,2,"tn_ug",399
"Peter Lake",1991,197,7,1991-07-16,2,"tp_ug",9
"Peter Lake",1991,197,7,1991-07-16,2,"nh34",14.863
"Peter Lake",1991,197,7,1991-07-16,2,"no23",2.766
"Peter Lake",1991,197,7,1991-07-16,2,"po4",3
"Peter Lake",1991,197,7,1991-07-16,3.5,"tn_ug",438
"Peter Lake",1991,197,7,1991-07-16,3.5,"tp_ug",9
"Peter Lake",1991,197,7,1991-07-16,3.5,"nh34",15.141
"Peter Lake",1991,197,7,1991-07-16,3.5,"no23",1.863
"Peter Lake",1991,197,7,1991-07-16,3.5,"po4",4
"Peter Lake",1991,197,7,1991-07-16,4.5,"tn_ug",363
"Peter Lake",1991,197,7,1991-07-16,4.5,"tp_ug",6
"Peter Lake",1991,197,7,1991-07-16,4.5,"nh34",8.937
"Peter Lake",1991,197,7,1991-07-16,4.5,"no23",2.082
"Peter Lake",1991,197,7,1991-07-16,4.5,"po4",3
"Peter Lake",1991,197,7,1991-07-16,7.25,"tn_ug",426
"Peter Lake",1991,197,7,1991-07-16,7.25,"tp_ug",18
"Peter Lake",1991,197,7,1991-07-16,7.25,"nh34",14.206
"Peter Lake",1991,197,7,1991-07-16,7.25,"no23",2.543
"Peter Lake",1991,197,7,1991-07-16,7.25,"po4",4
"Peter Lake",1991,197,7,1991-07-16,12,"tn_ug",684
"Peter Lake",1991,197,7,1991-07-16,12,"tp_ug",26
"Peter Lake",1991,197,7,1991-07-16,12,"nh34",126.203
"Peter Lake",1991,197,7,1991-07-16,12,"no23",2.35
"Peter Lake",1991,197,7,1991-07-16,12,"po4",6
"Paul Lake",1991,203,7,1991-07-22,0,"tn_ug",431
"Paul Lake",1991,203,7,1991-07-22,0,"tp_ug",6
"Paul Lake",1991,203,7,1991-07-22,0,"nh34",20.225
"Paul Lake",1991,203,7,1991-07-22,0,"no23",3.863
"Paul Lake",1991,203,7,1991-07-22,0,"po4",0
"Paul Lake",1991,203,7,1991-07-22,0.75,"tn_ug",401
"Paul Lake",1991,203,7,1991-07-22,0.75,"tp_ug",8
"Paul Lake",1991,203,7,1991-07-22,0.75,"nh34",16.109
"Paul Lake",1991,203,7,1991-07-22,0.75,"no23",3.281
"Paul Lake",1991,203,7,1991-07-22,0.75,"po4",0
"Paul Lake",1991,203,7,1991-07-22,1.5,"tn_ug",462
"Paul Lake",1991,203,7,1991-07-22,1.5,"tp_ug",7
"Paul Lake",1991,203,7,1991-07-22,1.5,"nh34",27.08
"Paul Lake",1991,203,7,1991-07-22,1.5,"no23",3.203
"Paul Lake",1991,203,7,1991-07-22,1.5,"po4",1
"Paul Lake",1991,203,7,1991-07-22,2.6,"tn_ug",384
"Paul Lake",1991,203,7,1991-07-22,2.6,"tp_ug",10
"Paul Lake",1991,203,7,1991-07-22,2.6,"nh34",20.401
"Paul Lake",1991,203,7,1991-07-22,2.6,"no23",2.847
"Paul Lake",1991,203,7,1991-07-22,2.6,"po4",1
"Paul Lake",1991,203,7,1991-07-22,3.8,"tn_ug",414
"Paul Lake",1991,203,7,1991-07-22,3.8,"tp_ug",10
"Paul Lake",1991,203,7,1991-07-22,3.8,"nh34",17.219
"Paul Lake",1991,203,7,1991-07-22,3.8,"no23",2.498
"Paul Lake",1991,203,7,1991-07-22,3.8,"po4",0
"Paul Lake",1991,203,7,1991-07-22,5.8,"tn_ug",556
"Paul Lake",1991,203,7,1991-07-22,5.8,"tp_ug",19
"Paul Lake",1991,203,7,1991-07-22,5.8,"nh34",17.379
"Paul Lake",1991,203,7,1991-07-22,5.8,"no23",2.214
"Paul Lake",1991,203,7,1991-07-22,5.8,"po4",1
"Paul Lake",1991,203,7,1991-07-22,8,"tn_ug",1266
"Paul Lake",1991,203,7,1991-07-22,8,"tp_ug",39
"Paul Lake",1991,203,7,1991-07-22,8,"nh34",652.295
"Paul Lake",1991,203,7,1991-07-22,8,"no23",4.629
"Paul Lake",1991,203,7,1991-07-22,8,"po4",4
"Peter Lake",1991,204,7,1991-07-23,0,"tn_ug",364
"Peter Lake",1991,204,7,1991-07-23,0,"tp_ug",7
"Peter Lake",1991,204,7,1991-07-23,0,"nh34",17.35
"Peter Lake",1991,204,7,1991-07-23,0,"no23",3.003
"Peter Lake",1991,204,7,1991-07-23,0,"po4",1
"Peter Lake",1991,204,7,1991-07-23,1,"tn_ug",389
"Peter Lake",1991,204,7,1991-07-23,1,"tp_ug",8
"Peter Lake",1991,204,7,1991-07-23,1,"nh34",14.343
"Peter Lake",1991,204,7,1991-07-23,1,"no23",1.953
"Peter Lake",1991,204,7,1991-07-23,1,"po4",3
"Peter Lake",1991,204,7,1991-07-23,2,"tn_ug",336
"Peter Lake",1991,204,7,1991-07-23,2,"tp_ug",9
"Peter Lake",1991,204,7,1991-07-23,2,"nh34",10.606
"Peter Lake",1991,204,7,1991-07-23,2,"no23",1.486
"Peter Lake",1991,204,7,1991-07-23,2,"po4",0
"Peter Lake",1991,204,7,1991-07-23,3.5,"tn_ug",336
"Peter Lake",1991,204,7,1991-07-23,3.5,"tp_ug",8
"Peter Lake",1991,204,7,1991-07-23,3.5,"nh34",10.037
"Peter Lake",1991,204,7,1991-07-23,3.5,"no23",2.135
"Peter Lake",1991,204,7,1991-07-23,3.5,"po4",2
"Peter Lake",1991,204,7,1991-07-23,4.9,"tn_ug",357
"Peter Lake",1991,204,7,1991-07-23,4.9,"tp_ug",8
"Peter Lake",1991,204,7,1991-07-23,4.9,"nh34",9.86
"Peter Lake",1991,204,7,1991-07-23,4.9,"no23",2.008
"Peter Lake",1991,204,7,1991-07-23,4.9,"po4",3
"Peter Lake",1991,204,7,1991-07-23,7.75,"tn_ug",391
"Peter Lake",1991,204,7,1991-07-23,7.75,"tp_ug",13
"Peter Lake",1991,204,7,1991-07-23,7.75,"nh34",16.473
"Peter Lake",1991,204,7,1991-07-23,7.75,"no23",2.484
"Peter Lake",1991,204,7,1991-07-23,7.75,"po4",3
"Peter Lake",1991,204,7,1991-07-23,12,"tn_ug",775
"Peter Lake",1991,204,7,1991-07-23,12,"tp_ug",25
"Peter Lake",1991,204,7,1991-07-23,12,"nh34",143.523
"Peter Lake",1991,204,7,1991-07-23,12,"no23",2.263
"Peter Lake",1991,204,7,1991-07-23,12,"po4",2
"Paul Lake",1991,210,7,1991-07-29,0,"tn_ug",442
"Paul Lake",1991,210,7,1991-07-29,0,"tp_ug",9
"Paul Lake",1991,210,7,1991-07-29,0,"nh34",8.904
"Paul Lake",1991,210,7,1991-07-29,0,"no23",2.993
"Paul Lake",1991,210,7,1991-07-29,0,"po4",1
"Paul Lake",1991,210,7,1991-07-29,0.5,"tn_ug",404
"Paul Lake",1991,210,7,1991-07-29,0.5,"tp_ug",18
"Paul Lake",1991,210,7,1991-07-29,0.5,"nh34",9.91
"Paul Lake",1991,210,7,1991-07-29,0.5,"no23",2.707
"Paul Lake",1991,210,7,1991-07-29,0.5,"po4",2
"Paul Lake",1991,210,7,1991-07-29,1.2,"tn_ug",329
"Paul Lake",1991,210,7,1991-07-29,1.2,"tp_ug",12
"Paul Lake",1991,210,7,1991-07-29,1.2,"nh34",8.83
"Paul Lake",1991,210,7,1991-07-29,1.2,"no23",1.909
"Paul Lake",1991,210,7,1991-07-29,1.2,"po4",2
"Paul Lake",1991,210,7,1991-07-29,2.4,"tn_ug",317
"Paul Lake",1991,210,7,1991-07-29,2.4,"tp_ug",9
"Paul Lake",1991,210,7,1991-07-29,2.4,"nh34",8.185
"Paul Lake",1991,210,7,1991-07-29,2.4,"no23",2.032
"Paul Lake",1991,210,7,1991-07-29,2.4,"po4",3
"Paul Lake",1991,210,7,1991-07-29,3.4,"tn_ug",381
"Paul Lake",1991,210,7,1991-07-29,3.4,"tp_ug",12
"Paul Lake",1991,210,7,1991-07-29,3.4,"nh34",13.436
"Paul Lake",1991,210,7,1991-07-29,3.4,"no23",1.93
"Paul Lake",1991,210,7,1991-07-29,3.4,"po4",1
"Paul Lake",1991,210,7,1991-07-29,5.8,"tn_ug",452
"Paul Lake",1991,210,7,1991-07-29,5.8,"tp_ug",23
"Paul Lake",1991,210,7,1991-07-29,5.8,"nh34",8.686
"Paul Lake",1991,210,7,1991-07-29,5.8,"no23",1.827
"Paul Lake",1991,210,7,1991-07-29,5.8,"po4",3
"Paul Lake",1991,210,7,1991-07-29,8,"tn_ug",1141
"Paul Lake",1991,210,7,1991-07-29,8,"tp_ug",63
"Paul Lake",1991,210,7,1991-07-29,8,"nh34",486.291
"Paul Lake",1991,210,7,1991-07-29,8,"no23",1.923
"Paul Lake",1991,210,7,1991-07-29,8,"po4",7
"Peter Lake",1991,211,7,1991-07-30,0,"tn_ug",368
"Peter Lake",1991,211,7,1991-07-30,0,"tp_ug",22
"Peter Lake",1991,211,7,1991-07-30,0.9,"tn_ug",373
"Peter Lake",1991,211,7,1991-07-30,0.9,"tp_ug",11
"Peter Lake",1991,211,7,1991-07-30,0.9,"nh34",7.661
"Peter Lake",1991,211,7,1991-07-30,0.9,"no23",1.453
"Peter Lake",1991,211,7,1991-07-30,0.9,"po4",1
"Peter Lake",1991,211,7,1991-07-30,2,"tn_ug",333
"Peter Lake",1991,211,7,1991-07-30,2,"tp_ug",11
"Peter Lake",1991,211,7,1991-07-30,2,"nh34",6.459
"Peter Lake",1991,211,7,1991-07-30,2,"no23",1.507
"Peter Lake",1991,211,7,1991-07-30,2,"po4",1
"Peter Lake",1991,211,7,1991-07-30,3.4,"tn_ug",325
"Peter Lake",1991,211,7,1991-07-30,3.4,"tp_ug",7
"Peter Lake",1991,211,7,1991-07-30,3.4,"nh34",14.784
"Peter Lake",1991,211,7,1991-07-30,4.5,"tn_ug",344
"Peter Lake",1991,211,7,1991-07-30,4.5,"tp_ug",11
"Peter Lake",1991,211,7,1991-07-30,4.5,"nh34",9.184
"Peter Lake",1991,211,7,1991-07-30,4.5,"no23",1.555
"Peter Lake",1991,211,7,1991-07-30,4.5,"po4",1
"Peter Lake",1991,211,7,1991-07-30,7.5,"tn_ug",342
"Peter Lake",1991,211,7,1991-07-30,7.5,"tp_ug",19
"Peter Lake",1991,211,7,1991-07-30,7.5,"nh34",7.893
"Peter Lake",1991,211,7,1991-07-30,7.5,"no23",1.201
"Peter Lake",1991,211,7,1991-07-30,7.5,"po4",1
"Peter Lake",1991,211,7,1991-07-30,12,"tn_ug",754
"Peter Lake",1991,211,7,1991-07-30,12,"tp_ug",41
"Peter Lake",1991,211,7,1991-07-30,12,"nh34",147.557
"Peter Lake",1991,211,7,1991-07-30,12,"no23",1.276
"Peter Lake",1991,211,7,1991-07-30,12,"po4",4
"Paul Lake",1991,217,8,1991-08-05,0,"tn_ug",380
"Paul Lake",1991,217,8,1991-08-05,0,"tp_ug",11
"Paul Lake",1991,217,8,1991-08-05,0,"nh34",8.653
"Paul Lake",1991,217,8,1991-08-05,0,"no23",1.32
"Paul Lake",1991,217,8,1991-08-05,0,"po4",8
"Paul Lake",1991,217,8,1991-08-05,0.7,"tn_ug",388
"Paul Lake",1991,217,8,1991-08-05,0.7,"tp_ug",15
"Paul Lake",1991,217,8,1991-08-05,0.7,"nh34",13.328
"Paul Lake",1991,217,8,1991-08-05,0.7,"no23",1.601
"Paul Lake",1991,217,8,1991-08-05,0.7,"po4",3
"Paul Lake",1991,217,8,1991-08-05,1.5,"tn_ug",343
"Paul Lake",1991,217,8,1991-08-05,1.5,"tp_ug",13
"Paul Lake",1991,217,8,1991-08-05,1.5,"nh34",5.59
"Paul Lake",1991,217,8,1991-08-05,1.5,"no23",1.923
"Paul Lake",1991,217,8,1991-08-05,1.5,"po4",5
"Paul Lake",1991,217,8,1991-08-05,2.5,"tn_ug",321
"Paul Lake",1991,217,8,1991-08-05,2.5,"tp_ug",11
"Paul Lake",1991,217,8,1991-08-05,2.5,"nh34",14.591
"Paul Lake",1991,217,8,1991-08-05,2.5,"no23",1.037
"Paul Lake",1991,217,8,1991-08-05,2.5,"po4",3
"Paul Lake",1991,217,8,1991-08-05,3.4,"tn_ug",352
"Paul Lake",1991,217,8,1991-08-05,3.4,"tp_ug",22
"Paul Lake",1991,217,8,1991-08-05,3.4,"nh34",14.046
"Paul Lake",1991,217,8,1991-08-05,3.4,"no23",0.941
"Paul Lake",1991,217,8,1991-08-05,3.4,"po4",3
"Paul Lake",1991,217,8,1991-08-05,5.6,"tn_ug",367
"Paul Lake",1991,217,8,1991-08-05,5.6,"tp_ug",22
"Paul Lake",1991,217,8,1991-08-05,5.6,"nh34",20.332
"Paul Lake",1991,217,8,1991-08-05,5.6,"no23",0.976
"Paul Lake",1991,217,8,1991-08-05,5.6,"po4",3
"Paul Lake",1991,217,8,1991-08-05,8,"tn_ug",1235
"Paul Lake",1991,217,8,1991-08-05,8,"tp_ug",55
"Paul Lake",1991,217,8,1991-08-05,8,"nh34",513.342
"Paul Lake",1991,217,8,1991-08-05,8,"no23",2.699
"Paul Lake",1991,217,8,1991-08-05,8,"po4",13
"Peter Lake",1991,218,8,1991-08-06,0,"tn_ug",288
"Peter Lake",1991,218,8,1991-08-06,0,"tp_ug",10
"Peter Lake",1991,218,8,1991-08-06,0,"nh34",4.556
"Peter Lake",1991,218,8,1991-08-06,0,"no23",0.463
"Peter Lake",1991,218,8,1991-08-06,0,"po4",2
"Peter Lake",1991,218,8,1991-08-06,1,"tn_ug",289
"Peter Lake",1991,218,8,1991-08-06,1,"tp_ug",8
"Peter Lake",1991,218,8,1991-08-06,1,"nh34",5.521
"Peter Lake",1991,218,8,1991-08-06,1,"no23",0.119
"Peter Lake",1991,218,8,1991-08-06,1,"po4",3
"Peter Lake",1991,218,8,1991-08-06,2,"tn_ug",271
"Peter Lake",1991,218,8,1991-08-06,2,"tp_ug",9
"Peter Lake",1991,218,8,1991-08-06,2,"nh34",4.309
"Peter Lake",1991,218,8,1991-08-06,2,"no23",0.058
"Peter Lake",1991,218,8,1991-08-06,2,"po4",3
"Peter Lake",1991,218,8,1991-08-06,3.6,"tn_ug",296
"Peter Lake",1991,218,8,1991-08-06,3.6,"tp_ug",9
"Peter Lake",1991,218,8,1991-08-06,3.6,"nh34",5.196
"Peter Lake",1991,218,8,1991-08-06,3.6,"no23",0.51
"Peter Lake",1991,218,8,1991-08-06,3.6,"po4",3
"Peter Lake",1991,218,8,1991-08-06,5,"tn_ug",274
"Peter Lake",1991,218,8,1991-08-06,5,"tp_ug",10
"Peter Lake",1991,218,8,1991-08-06,5,"nh34",6.085
"Peter Lake",1991,218,8,1991-08-06,5,"no23",0.854
"Peter Lake",1991,218,8,1991-08-06,5,"po4",4
"Peter Lake",1991,218,8,1991-08-06,8,"tn_ug",317
"Peter Lake",1991,218,8,1991-08-06,8,"tp_ug",18
"Peter Lake",1991,218,8,1991-08-06,8,"nh34",3.891
"Peter Lake",1991,218,8,1991-08-06,8,"no23",0.648
"Peter Lake",1991,218,8,1991-08-06,8,"po4",2
"Peter Lake",1991,218,8,1991-08-06,12,"tn_ug",703
"Peter Lake",1991,218,8,1991-08-06,12,"tp_ug",35
"Peter Lake",1991,218,8,1991-08-06,12,"nh34",194.154
"Peter Lake",1991,218,8,1991-08-06,12,"no23",0.552
"Peter Lake",1991,218,8,1991-08-06,12,"po4",9
"Paul Lake",1991,224,8,1991-08-12,0,"tn_ug",383
"Paul Lake",1991,224,8,1991-08-12,0,"tp_ug",7
"Paul Lake",1991,224,8,1991-08-12,0,"nh34",16.211
"Paul Lake",1991,224,8,1991-08-12,0,"no23",0.314
"Paul Lake",1991,224,8,1991-08-12,0,"po4",0
"Paul Lake",1991,224,8,1991-08-12,0.65,"tn_ug",388
"Paul Lake",1991,224,8,1991-08-12,0.65,"tp_ug",10
"Paul Lake",1991,224,8,1991-08-12,0.65,"nh34",10.586
"Paul Lake",1991,224,8,1991-08-12,0.65,"no23",1.11
"Paul Lake",1991,224,8,1991-08-12,0.65,"po4",0
"Paul Lake",1991,224,8,1991-08-12,1.5,"tn_ug",362
"Paul Lake",1991,224,8,1991-08-12,1.5,"tp_ug",13
"Paul Lake",1991,224,8,1991-08-12,1.5,"nh34",8.409
"Paul Lake",1991,224,8,1991-08-12,1.5,"no23",0.146
"Paul Lake",1991,224,8,1991-08-12,1.5,"po4",1
"Paul Lake",1991,224,8,1991-08-12,2.5,"tn_ug",329
"Paul Lake",1991,224,8,1991-08-12,2.5,"tp_ug",10
"Paul Lake",1991,224,8,1991-08-12,2.5,"nh34",10.318
"Paul Lake",1991,224,8,1991-08-12,2.5,"no23",0.402
"Paul Lake",1991,224,8,1991-08-12,2.5,"po4",1
"Paul Lake",1991,224,8,1991-08-12,3.4,"tn_ug",349
"Paul Lake",1991,224,8,1991-08-12,3.4,"tp_ug",10
"Paul Lake",1991,224,8,1991-08-12,3.4,"nh34",11.655
"Paul Lake",1991,224,8,1991-08-12,3.4,"no23",0.305
"Paul Lake",1991,224,8,1991-08-12,3.4,"po4",0
"Paul Lake",1991,224,8,1991-08-12,5.5,"tn_ug",419
"Paul Lake",1991,224,8,1991-08-12,5.5,"tp_ug",15
"Paul Lake",1991,224,8,1991-08-12,5.5,"nh34",13.661
"Paul Lake",1991,224,8,1991-08-12,5.5,"no23",0.571
"Paul Lake",1991,224,8,1991-08-12,5.5,"po4",1
"Paul Lake",1991,224,8,1991-08-12,8,"tn_ug",1273
"Paul Lake",1991,224,8,1991-08-12,8,"tp_ug",43
"Paul Lake",1991,224,8,1991-08-12,8,"nh34",519.949
"Paul Lake",1991,224,8,1991-08-12,8,"no23",2.685
"Paul Lake",1991,224,8,1991-08-12,8,"po4",10
"Peter Lake",1991,225,8,1991-08-13,0,"tn_ug",317
"Peter Lake",1991,225,8,1991-08-13,0,"tp_ug",12
"Peter Lake",1991,225,8,1991-08-13,0,"nh34",8.638
"Peter Lake",1991,225,8,1991-08-13,0,"no23",0.579
"Peter Lake",1991,225,8,1991-08-13,0,"po4",1
"Peter Lake",1991,225,8,1991-08-13,1.3,"tn_ug",312
"Peter Lake",1991,225,8,1991-08-13,1.3,"tp_ug",10
"Peter Lake",1991,225,8,1991-08-13,1.3,"nh34",5.292
"Peter Lake",1991,225,8,1991-08-13,1.3,"no23",0.65
"Peter Lake",1991,225,8,1991-08-13,1.3,"po4",2
"Peter Lake",1991,225,8,1991-08-13,2.4,"tn_ug",345
"Peter Lake",1991,225,8,1991-08-13,2.4,"tp_ug",8
"Peter Lake",1991,225,8,1991-08-13,2.4,"nh34",5.186
"Peter Lake",1991,225,8,1991-08-13,2.4,"no23",0.738
"Peter Lake",1991,225,8,1991-08-13,2.4,"po4",1
"Peter Lake",1991,225,8,1991-08-13,4,"tn_ug",326
"Peter Lake",1991,225,8,1991-08-13,4,"tp_ug",11
"Peter Lake",1991,225,8,1991-08-13,4,"nh34",10.641
"Peter Lake",1991,225,8,1991-08-13,4,"no23",1.968
"Peter Lake",1991,225,8,1991-08-13,4,"po4",1
"Peter Lake",1991,225,8,1991-08-13,5,"tn_ug",354
"Peter Lake",1991,225,8,1991-08-13,5,"tp_ug",10
"Peter Lake",1991,225,8,1991-08-13,5,"nh34",7.421
"Peter Lake",1991,225,8,1991-08-13,5,"no23",2.446
"Peter Lake",1991,225,8,1991-08-13,5,"po4",4
"Peter Lake",1991,225,8,1991-08-13,7.4,"tn_ug",402
